angle (rad)	r (microns)	Courbure (um^-1)	 Rayon de courbure (um)
0.751	6.4185	0.083128	12.03
0.752	6.4178	0.083136	12.029
0.753	6.4171	0.083143	12.027
0.754	6.4163	0.083151	12.026
0.755	6.4156	0.083159	12.025
0.756	6.4149	0.083167	12.024
0.757	6.4142	0.083176	12.023
0.758	6.4134	0.083184	12.021
0.759	6.4127	0.083193	12.02
0.76	6.412	0.083203	12.019
0.761	6.4113	0.083212	12.017
0.762	6.4106	0.083222	12.016
0.763	6.4099	0.083232	12.015
0.764	6.4092	0.083242	12.013
0.765	6.4085	0.083253	12.012
0.766	6.4078	0.083263	12.01
0.767	6.4071	0.083274	12.008
0.768	6.4064	0.083286	12.007
0.769	6.4057	0.083297	12.005
0.77	6.405	0.083309	12.004
0.771	6.4043	0.083321	12.002
0.772	6.4037	0.083333	12
0.773	6.403	0.083345	11.998
0.774	6.4023	0.083358	11.996
0.775	6.4016	0.083371	11.995
0.776	6.401	0.083384	11.993
0.777	6.4003	0.083397	11.991
0.778	6.3996	0.083411	11.989
0.779	6.399	0.083425	11.987
0.78	6.3983	0.083439	11.985
0.781	6.3977	0.083453	11.983
0.782	6.397	0.083468	11.981
0.783	6.3964	0.083483	11.979
0.784	6.3957	0.083498	11.976
0.785	6.3951	0.083513	11.974
0.786	6.3945	0.083529	11.972
0.787	6.3938	0.083544	11.97
0.788	6.3932	0.08356	11.967
0.789	6.3926	0.083577	11.965
0.79	6.392	0.083593	11.963
0.791	6.3913	0.08361	11.96
0.792	6.3907	0.083627	11.958
0.793	6.3901	0.083644	11.955
0.794	6.3895	0.083661	11.953
0.795	6.3889	0.083679	11.95
0.796	6.3883	0.083697	11.948
0.797	6.3877	0.083715	11.945
0.798	6.3871	0.083733	11.943
0.799	6.3865	0.083752	11.94
0.8	6.3859	0.083771	11.937
0.801	6.3853	0.08379	11.935
0.802	6.3847	0.083809	11.932
0.803	6.3841	0.083828	11.929
0.804	6.3836	0.083848	11.926
0.805	6.383	0.083868	11.923
0.806	6.3824	0.083888	11.921
0.807	6.3818	0.083909	11.918
0.808	6.3813	0.083929	11.915
0.809	6.3807	0.08395	11.912
0.81	6.3801	0.083971	11.909
0.811	6.3796	0.083993	11.906
0.812	6.379	0.084014	11.903
0.813	6.3785	0.084036	11.9
0.814	6.3779	0.084058	11.897
0.815	6.3774	0.08408	11.893
0.816	6.3768	0.084103	11.89
0.817	6.3763	0.084125	11.887
0.818	6.3757	0.084148	11.884
0.819	6.3752	0.084171	11.881
0.82	6.3747	0.084195	11.877
0.821	6.3741	0.084218	11.874
0.822	6.3736	0.084242	11.871
0.823	6.3731	0.084266	11.867
0.824	6.3726	0.08429	11.864
0.825	6.372	0.084315	11.86
0.826	6.3715	0.08434	11.857
0.827	6.371	0.084364	11.853
0.828	6.3705	0.08439	11.85
0.829	6.37	0.084415	11.846
0.83	6.3695	0.084441	11.843
0.831	6.369	0.084466	11.839
0.832	6.3685	0.084492	11.835
0.833	6.368	0.084519	11.832
0.834	6.3675	0.084545	11.828
0.835	6.367	0.084572	11.824
0.836	6.3666	0.084599	11.82
0.837	6.3661	0.084626	11.817
0.838	6.3656	0.084653	11.813
0.839	6.3651	0.084681	11.809
0.84	6.3646	0.084709	11.805
0.841	6.3642	0.084737	11.801
0.842	6.3637	0.084765	11.797
0.843	6.3632	0.084793	11.793
0.844	6.3628	0.084822	11.789
0.845	6.3623	0.084851	11.785
0.846	6.3619	0.08488	11.781
0.847	6.3614	0.08491	11.777
0.848	6.361	0.084939	11.773
0.849	6.3605	0.084969	11.769
0.85	6.3601	0.084999	11.765
0.851	6.3596	0.085029	11.761
0.852	6.3592	0.08506	11.756
0.853	6.3588	0.08509	11.752
0.854	6.3583	0.085121	11.748
0.855	6.3579	0.085152	11.744
0.856	6.3575	0.085184	11.739
0.857	6.3571	0.085215	11.735
0.858	6.3566	0.085247	11.731
0.859	6.3562	0.085279	11.726
0.86	6.3558	0.085311	11.722
0.861	6.3554	0.085344	11.717
0.862	6.355	0.085376	11.713
0.863	6.3546	0.085409	11.708
0.864	6.3542	0.085442	11.704
0.865	6.3538	0.085475	11.699
0.866	6.3534	0.085509	11.695
0.867	6.353	0.085543	11.69
0.868	6.3526	0.085577	11.685
0.869	6.3522	0.085611	11.681
0.87	6.3518	0.085645	11.676
0.871	6.3515	0.08568	11.671
0.872	6.3511	0.085714	11.667
0.873	6.3507	0.08575	11.662
0.874	6.3503	0.085785	11.657
0.875	6.35	0.08582	11.652
0.876	6.3496	0.085856	11.647
0.877	6.3492	0.085892	11.643
0.878	6.3489	0.085928	11.638
0.879	6.3485	0.085964	11.633
0.88	6.3482	0.086001	11.628
0.881	6.3478	0.086037	11.623
0.882	6.3475	0.086074	11.618
0.883	6.3471	0.086112	11.613
0.884	6.3468	0.086149	11.608
0.885	6.3464	0.086187	11.603
0.886	6.3461	0.086225	11.598
0.887	6.3457	0.086263	11.593
0.888	6.3454	0.086301	11.587
0.889	6.3451	0.086339	11.582
0.89	6.3448	0.086378	11.577
0.891	6.3444	0.086417	11.572
0.892	6.3441	0.086456	11.567
0.893	6.3438	0.086495	11.561
0.894	6.3435	0.086535	11.556
0.895	6.3432	0.086575	11.551
0.896	6.3429	0.086615	11.545
0.897	6.3426	0.086655	11.54
0.898	6.3423	0.086695	11.535
0.899	6.342	0.086736	11.529
0.9	6.3417	0.086777	11.524
0.901	6.3414	0.086818	11.518
0.902	6.3411	0.086859	11.513
0.903	6.3408	0.086901	11.507
0.904	6.3405	0.086943	11.502
0.905	6.3402	0.086984	11.496
0.906	6.3399	0.087027	11.491
0.907	6.3397	0.087069	11.485
0.908	6.3394	0.087112	11.48
0.909	6.3391	0.087154	11.474
0.91	6.3388	0.087197	11.468
0.911	6.3386	0.087241	11.463
0.912	6.3383	0.087284	11.457
0.913	6.3381	0.087328	11.451
0.914	6.3378	0.087372	11.445
0.915	6.3375	0.087416	11.44
0.916	6.3373	0.08746	11.434
0.917	6.337	0.087505	11.428
0.918	6.3368	0.087549	11.422
0.919	6.3365	0.087594	11.416
0.92	6.3363	0.08764	11.41
0.921	6.3361	0.087685	11.404
0.922	6.3358	0.087731	11.399
0.923	6.3356	0.087776	11.393
0.924	6.3354	0.087822	11.387
0.925	6.3351	0.087869	11.381
0.926	6.3349	0.087915	11.375
0.927	6.3347	0.087962	11.369
0.928	6.3345	0.088009	11.362
0.929	6.3343	0.088056	11.356
0.93	6.3341	0.088103	11.35
0.931	6.3339	0.088151	11.344
0.932	6.3336	0.088199	11.338
0.933	6.3334	0.088247	11.332
0.934	6.3332	0.088295	11.326
0.935	6.333	0.088343	11.319
0.936	6.3328	0.088392	11.313
0.937	6.3327	0.088441	11.307
0.938	6.3325	0.08849	11.301
0.939	6.3323	0.088539	11.294
0.94	6.3321	0.088589	11.288
0.941	6.3319	0.088639	11.282
0.942	6.3317	0.088689	11.275
0.943	6.3316	0.088739	11.269
0.944	6.3314	0.088789	11.263
0.945	6.3312	0.08884	11.256
0.946	6.331	0.088891	11.25
0.947	6.3309	0.088942	11.243
0.948	6.3307	0.088993	11.237
0.949	6.3306	0.089045	11.23
0.95	6.3304	0.089096	11.224
0.951	6.3302	0.089148	11.217
0.952	6.3301	0.0892	11.211
0.953	6.3299	0.089253	11.204
0.954	6.3298	0.089305	11.198
0.955	6.3297	0.089358	11.191
0.956	6.3295	0.089411	11.184
0.957	6.3294	0.089465	11.178
0.958	6.3292	0.089518	11.171
0.959	6.3291	0.089572	11.164
0.96	6.329	0.089626	11.158
0.961	6.3289	0.08968	11.151
0.962	6.3287	0.089734	11.144
0.963	6.3286	0.089789	11.137
0.964	6.3285	0.089844	11.13
0.965	6.3284	0.089899	11.124
0.966	6.3283	0.089954	11.117
0.967	6.3282	0.090009	11.11
0.968	6.3281	0.090065	11.103
0.969	6.328	0.090121	11.096
0.97	6.3279	0.090177	11.089
0.971	6.3278	0.090233	11.082
0.972	6.3277	0.09029	11.075
0.973	6.3276	0.090347	11.068
0.974	6.3275	0.090404	11.061
0.975	6.3274	0.090461	11.054
0.976	6.3273	0.090519	11.047
0.977	6.3272	0.090576	11.04
0.978	6.3271	0.090634	11.033
0.979	6.3271	0.090693	11.026
0.98	6.327	0.090751	11.019
0.981	6.3269	0.09081	11.012
0.982	6.3268	0.090868	11.005
0.983	6.3268	0.090927	10.998
0.984	6.3267	0.090987	10.991
0.985	6.3267	0.091046	10.983
0.986	6.3266	0.091106	10.976
0.987	6.3265	0.091166	10.969
0.988	6.3265	0.091226	10.962
0.989	6.3264	0.091287	10.955
0.99	6.3264	0.091347	10.947
0.991	6.3263	0.091408	10.94
0.992	6.3263	0.091469	10.933
0.993	6.3263	0.09153	10.925
0.994	6.3262	0.091592	10.918
0.995	6.3262	0.091654	10.911
0.996	6.3262	0.091716	10.903
0.997	6.3261	0.091778	10.896
0.998	6.3261	0.091841	10.888
0.999	6.3261	0.091903	10.881
1	6.3261	0.091966	10.874
1.001	6.326	0.092029	10.866
1.002	6.326	0.092093	10.859
1.003	6.326	0.092156	10.851
1.004	6.326	0.09222	10.844
1.005	6.326	0.092284	10.836
1.006	6.326	0.092348	10.829
1.007	6.326	0.092413	10.821
1.008	6.326	0.092478	10.813
1.009	6.326	0.092543	10.806
1.01	6.326	0.092608	10.798
1.011	6.326	0.092673	10.791
1.012	6.326	0.092739	10.783
1.013	6.326	0.092805	10.775
1.014	6.326	0.092871	10.768
1.015	6.3261	0.092938	10.76
1.016	6.3261	0.093004	10.752
1.017	6.3261	0.093071	10.744
1.018	6.3261	0.093138	10.737
1.019	6.3262	0.093206	10.729
1.02	6.3262	0.093273	10.721
1.021	6.3262	0.093341	10.713
1.022	6.3263	0.093409	10.706
1.023	6.3263	0.093477	10.698
1.024	6.3263	0.093546	10.69
1.025	6.3264	0.093614	10.682
1.026	6.3264	0.093683	10.674
1.027	6.3265	0.093753	10.666
1.028	6.3265	0.093822	10.658
1.029	6.3266	0.093892	10.651
1.03	6.3266	0.093962	10.643
1.031	6.3267	0.094032	10.635
1.032	6.3268	0.094102	10.627
1.033	6.3268	0.094173	10.619
1.034	6.3269	0.094244	10.611
1.035	6.327	0.094315	10.603
1.036	6.327	0.094386	10.595
1.037	6.3271	0.094458	10.587
1.038	6.3272	0.09453	10.579
1.039	6.3273	0.094602	10.571
1.04	6.3274	0.094674	10.563
1.041	6.3274	0.094746	10.554
1.042	6.3275	0.094819	10.546
1.043	6.3276	0.094892	10.538
1.044	6.3277	0.094966	10.53
1.045	6.3278	0.095039	10.522
1.046	6.3279	0.095113	10.514
1.047	6.328	0.095187	10.506
1.048	6.3281	0.095261	10.497
1.049	6.3282	0.095335	10.489
1.05	6.3283	0.09541	10.481
1.051	6.3284	0.095485	10.473
1.052	6.3285	0.09556	10.465
1.053	6.3287	0.095636	10.456
1.054	6.3288	0.095712	10.448
1.055	6.3289	0.095787	10.44
1.056	6.329	0.095864	10.431
1.057	6.3291	0.09594	10.423
1.058	6.3293	0.096017	10.415
1.059	6.3294	0.096094	10.407
1.06	6.3295	0.096171	10.398
1.061	6.3297	0.096248	10.39
1.062	6.3298	0.096326	10.381
1.063	6.33	0.096404	10.373
1.064	6.3301	0.096482	10.365
1.065	6.3302	0.09656	10.356
1.066	6.3304	0.096639	10.348
1.067	6.3305	0.096718	10.339
1.068	6.3307	0.096797	10.331
1.069	6.3308	0.096877	10.322
1.07	6.331	0.096956	10.314
1.071	6.3312	0.097036	10.305
1.072	6.3313	0.097116	10.297
1.073	6.3315	0.097197	10.288
1.074	6.3317	0.097277	10.28
1.075	6.3318	0.097358	10.271
1.076	6.332	0.097439	10.263
1.077	6.3322	0.097521	10.254
1.078	6.3323	0.097602	10.246
1.079	6.3325	0.097684	10.237
1.08	6.3327	0.097767	10.228
1.081	6.3329	0.097849	10.22
1.082	6.3331	0.097932	10.211
1.083	6.3333	0.098015	10.203
1.084	6.3335	0.098098	10.194
1.085	6.3337	0.098181	10.185
1.086	6.3339	0.098265	10.177
1.087	6.3341	0.098349	10.168
1.088	6.3343	0.098433	10.159
1.089	6.3345	0.098518	10.15
1.09	6.3347	0.098602	10.142
1.091	6.3349	0.098687	10.133
1.092	6.3351	0.098772	10.124
1.093	6.3353	0.098858	10.116
1.094	6.3355	0.098944	10.107
1.095	6.3357	0.09903	10.098
1.096	6.3359	0.099116	10.089
1.097	6.3362	0.099203	10.08
1.098	6.3364	0.099289	10.072
1.099	6.3366	0.099376	10.063
1.1	6.3369	0.099464	10.054
1.101	6.3371	0.099551	10.045
1.102	6.3373	0.099639	10.036
1.103	6.3376	0.099727	10.027
1.104	6.3378	0.099816	10.018
1.105	6.338	0.099904	10.01
1.106	6.3383	0.099993	10.001
1.107	6.3385	0.10008	9.9918
1.108	6.3388	0.10017	9.9829
1.109	6.339	0.10026	9.9739
1.11	6.3393	0.10035	9.965
1.111	6.3395	0.10044	9.9561
1.112	6.3398	0.10053	9.9471
1.113	6.3401	0.10062	9.9381
1.114	6.3403	0.10071	9.9292
1.115	6.3406	0.1008	9.9202
1.116	6.3408	0.1009	9.9112
1.117	6.3411	0.10099	9.9022
1.118	6.3414	0.10108	9.8931
1.119	6.3417	0.10117	9.8841
1.12	6.3419	0.10127	9.8751
1.121	6.3422	0.10136	9.866
1.122	6.3425	0.10145	9.857
1.123	6.3428	0.10154	9.8479
1.124	6.3431	0.10164	9.8388
1.125	6.3433	0.10173	9.8297
1.126	6.3436	0.10183	9.8207
1.127	6.3439	0.10192	9.8115
1.128	6.3442	0.10202	9.8024
1.129	6.3445	0.10211	9.7933
1.13	6.3448	0.10221	9.7842
1.131	6.3451	0.1023	9.775
1.132	6.3454	0.1024	9.7659
1.133	6.3457	0.10249	9.7567
1.134	6.346	0.10259	9.7476
1.135	6.3463	0.10269	9.7384
1.136	6.3467	0.10278	9.7292
1.137	6.347	0.10288	9.72
1.138	6.3473	0.10298	9.7108
1.139	6.3476	0.10308	9.7016
1.14	6.3479	0.10317	9.6924
1.141	6.3483	0.10327	9.6832
1.142	6.3486	0.10337	9.6739
1.143	6.3489	0.10347	9.6647
1.144	6.3492	0.10357	9.6555
1.145	6.3496	0.10367	9.6462
1.146	6.3499	0.10377	9.6369
1.147	6.3502	0.10387	9.6277
1.148	6.3506	0.10397	9.6184
1.149	6.3509	0.10407	9.6091
1.15	6.3513	0.10417	9.5998
1.151	6.3516	0.10427	9.5905
1.152	6.352	0.10437	9.5812
1.153	6.3523	0.10447	9.5719
1.154	6.3527	0.10457	9.5625
1.155	6.353	0.10468	9.5532
1.156	6.3534	0.10478	9.5439
1.157	6.3537	0.10488	9.5345
1.158	6.3541	0.10499	9.5252
1.159	6.3544	0.10509	9.5158
1.16	6.3548	0.10519	9.5064
1.161	6.3552	0.1053	9.497
1.162	6.3555	0.1054	9.4877
1.163	6.3559	0.1055	9.4783
1.164	6.3563	0.10561	9.4689
1.165	6.3567	0.10571	9.4595
1.166	6.357	0.10582	9.4501
1.167	6.3574	0.10592	9.4406
1.168	6.3578	0.10603	9.4312
1.169	6.3582	0.10614	9.4218
1.17	6.3586	0.10624	9.4124
1.171	6.359	0.10635	9.4029
1.172	6.3593	0.10646	9.3935
1.173	6.3597	0.10656	9.384
1.174	6.3601	0.10667	9.3746
1.175	6.3605	0.10678	9.3651
1.176	6.3609	0.10689	9.3556
1.177	6.3613	0.107	9.3461
1.178	6.3617	0.1071	9.3366
1.179	6.3621	0.10721	9.3272
1.18	6.3625	0.10732	9.3177
1.181	6.3629	0.10743	9.3082
1.182	6.3634	0.10754	9.2987
1.183	6.3638	0.10765	9.2891
1.184	6.3642	0.10776	9.2796
1.185	6.3646	0.10787	9.2701
1.186	6.365	0.10798	9.2606
1.187	6.3654	0.1081	9.251
1.188	6.3659	0.10821	9.2415
1.189	6.3663	0.10832	9.232
1.19	6.3667	0.10843	9.2224
1.191	6.3671	0.10854	9.2129
1.192	6.3676	0.10866	9.2033
1.193	6.368	0.10877	9.1937
1.194	6.3684	0.10888	9.1842
1.195	6.3689	0.109	9.1746
1.196	6.3693	0.10911	9.165
1.197	6.3697	0.10922	9.1554
1.198	6.3702	0.10934	9.1459
1.199	6.3706	0.10945	9.1363
1.2	6.3711	0.10957	9.1267
1.201	6.3715	0.10968	9.1171
1.202	6.372	0.1098	9.1075
1.203	6.3724	0.10992	9.0979
1.204	6.3729	0.11003	9.0883
1.205	6.3733	0.11015	9.0786
1.206	6.3738	0.11027	9.069
1.207	6.3743	0.11038	9.0594
1.208	6.3747	0.1105	9.0498
1.209	6.3752	0.11062	9.0401
1.21	6.3756	0.11074	9.0305
1.211	6.3761	0.11085	9.0209
1.212	6.3766	0.11097	9.0112
1.213	6.3771	0.11109	9.0016
1.214	6.3775	0.11121	8.9919
1.215	6.378	0.11133	8.9823
1.216	6.3785	0.11145	8.9726
1.217	6.379	0.11157	8.963
1.218	6.3794	0.11169	8.9533
1.219	6.3799	0.11181	8.9437
1.22	6.3804	0.11193	8.934
1.221	6.3809	0.11205	8.9243
1.222	6.3814	0.11217	8.9147
1.223	6.3819	0.1123	8.905
1.224	6.3824	0.11242	8.8953
1.225	6.3829	0.11254	8.8856
1.226	6.3834	0.11266	8.876
1.227	6.3838	0.11279	8.8663
1.228	6.3843	0.11291	8.8566
1.229	6.3848	0.11303	8.8469
1.23	6.3854	0.11316	8.8372
1.231	6.3859	0.11328	8.8275
1.232	6.3864	0.11341	8.8179
1.233	6.3869	0.11353	8.8082
1.234	6.3874	0.11366	8.7985
1.235	6.3879	0.11378	8.7888
1.236	6.3884	0.11391	8.7791
1.237	6.3889	0.11403	8.7694
1.238	6.3894	0.11416	8.7597
1.239	6.39	0.11429	8.75
1.24	6.3905	0.11441	8.7403
1.241	6.391	0.11454	8.7306
1.242	6.3915	0.11467	8.7209
1.243	6.392	0.1148	8.7111
1.244	6.3926	0.11492	8.7014
1.245	6.3931	0.11505	8.6917
1.246	6.3936	0.11518	8.682
1.247	6.3942	0.11531	8.6723
1.248	6.3947	0.11544	8.6626
1.249	6.3952	0.11557	8.6529
1.25	6.3958	0.1157	8.6432
1.251	6.3963	0.11583	8.6335
1.252	6.3969	0.11596	8.6238
1.253	6.3974	0.11609	8.614
1.254	6.3979	0.11622	8.6043
1.255	6.3985	0.11635	8.5946
1.256	6.399	0.11648	8.5849
1.257	6.3996	0.11662	8.5752
1.258	6.4001	0.11675	8.5655
1.259	6.4007	0.11688	8.5558
1.26	6.4012	0.11701	8.546
1.261	6.4018	0.11715	8.5363
1.262	6.4024	0.11728	8.5266
1.263	6.4029	0.11741	8.5169
1.264	6.4035	0.11755	8.5072
1.265	6.404	0.11768	8.4975
1.266	6.4046	0.11782	8.4878
1.267	6.4052	0.11795	8.4781
1.268	6.4057	0.11809	8.4684
1.269	6.4063	0.11822	8.4587
1.27	6.4069	0.11836	8.449
1.271	6.4075	0.11849	8.4393
1.272	6.408	0.11863	8.4296
1.273	6.4086	0.11877	8.4199
1.274	6.4092	0.1189	8.4102
1.275	6.4098	0.11904	8.4005
1.276	6.4103	0.11918	8.3908
1.277	6.4109	0.11932	8.3811
1.278	6.4115	0.11945	8.3714
1.279	6.4121	0.11959	8.3617
1.28	6.4127	0.11973	8.352
1.281	6.4133	0.11987	8.3423
1.282	6.4139	0.12001	8.3326
1.283	6.4144	0.12015	8.3229
1.284	6.415	0.12029	8.3133
1.285	6.4156	0.12043	8.3036
1.286	6.4162	0.12057	8.2939
1.287	6.4168	0.12071	8.2842
1.288	6.4174	0.12085	8.2746
1.289	6.418	0.12099	8.2649
1.29	6.4186	0.12114	8.2552
1.291	6.4192	0.12128	8.2456
1.292	6.4198	0.12142	8.2359
1.293	6.4204	0.12156	8.2263
1.294	6.421	0.1217	8.2166
1.295	6.4217	0.12185	8.207
1.296	6.4223	0.12199	8.1973
1.297	6.4229	0.12213	8.1877
1.298	6.4235	0.12228	8.178
1.299	6.4241	0.12242	8.1684
1.3	6.4247	0.12257	8.1588
1.301	6.4253	0.12271	8.1491
1.302	6.426	0.12286	8.1395
1.303	6.4266	0.123	8.1299
1.304	6.4272	0.12315	8.1203
1.305	6.4278	0.12329	8.1107
1.306	6.4284	0.12344	8.1011
1.307	6.4291	0.12359	8.0914
1.308	6.4297	0.12373	8.0818
1.309	6.4303	0.12388	8.0723
1.31	6.431	0.12403	8.0627
1.311	6.4316	0.12418	8.0531
1.312	6.4322	0.12432	8.0435
1.313	6.4329	0.12447	8.0339
1.314	6.4335	0.12462	8.0243
1.315	6.4341	0.12477	8.0148
1.316	6.4348	0.12492	8.0052
1.317	6.4354	0.12507	7.9957
1.318	6.436	0.12522	7.9861
1.319	6.4367	0.12537	7.9766
1.32	6.4373	0.12552	7.967
1.321	6.438	0.12567	7.9575
1.322	6.4386	0.12582	7.948
1.323	6.4393	0.12597	7.9384
1.324	6.4399	0.12612	7.9289
1.325	6.4406	0.12627	7.9194
1.326	6.4412	0.12642	7.9099
1.327	6.4419	0.12658	7.9004
1.328	6.4425	0.12673	7.8909
1.329	6.4432	0.12688	7.8814
1.33	6.4438	0.12703	7.8719
1.331	6.4445	0.12719	7.8624
1.332	6.4451	0.12734	7.853
1.333	6.4458	0.12749	7.8435
1.334	6.4465	0.12765	7.8341
1.335	6.4471	0.1278	7.8246
1.336	6.4478	0.12796	7.8152
1.337	6.4485	0.12811	7.8057
1.338	6.4491	0.12827	7.7963
1.339	6.4498	0.12842	7.7869
1.34	6.4505	0.12858	7.7775
1.341	6.4511	0.12873	7.768
1.342	6.4518	0.12889	7.7586
1.343	6.4525	0.12904	7.7492
1.344	6.4531	0.1292	7.7399
1.345	6.4538	0.12936	7.7305
1.346	6.4545	0.12952	7.7211
1.347	6.4552	0.12967	7.7117
1.348	6.4558	0.12983	7.7024
1.349	6.4565	0.12999	7.693
1.35	6.4572	0.13015	7.6837
1.351	6.4579	0.1303	7.6744
1.352	6.4586	0.13046	7.6651
1.353	6.4592	0.13062	7.6557
1.354	6.4599	0.13078	7.6464
1.355	6.4606	0.13094	7.6371
1.356	6.4613	0.1311	7.6278
1.357	6.462	0.13126	7.6186
1.358	6.4627	0.13142	7.6093
1.359	6.4634	0.13158	7.6
1.36	6.464	0.13174	7.5908
1.361	6.4647	0.1319	7.5815
1.362	6.4654	0.13206	7.5723
1.363	6.4661	0.13222	7.5631
1.364	6.4668	0.13238	7.5538
1.365	6.4675	0.13254	7.5446
1.366	6.4682	0.13271	7.5354
1.367	6.4689	0.13287	7.5262
1.368	6.4696	0.13303	7.5171
1.369	6.4703	0.13319	7.5079
1.37	6.471	0.13336	7.4987
1.371	6.4717	0.13352	7.4896
1.372	6.4724	0.13368	7.4804
1.373	6.4731	0.13385	7.4713
1.374	6.4738	0.13401	7.4622
1.375	6.4745	0.13417	7.4531
1.376	6.4752	0.13434	7.444
1.377	6.4759	0.1345	7.4349
1.378	6.4766	0.13467	7.4258
1.379	6.4773	0.13483	7.4167
1.38	6.478	0.135	7.4077
1.381	6.4787	0.13516	7.3986
1.382	6.4795	0.13533	7.3896
1.383	6.4802	0.13549	7.3806
1.384	6.4809	0.13566	7.3716
1.385	6.4816	0.13582	7.3626
1.386	6.4823	0.13599	7.3536
1.387	6.483	0.13615	7.3446
1.388	6.4837	0.13632	7.3356
1.389	6.4844	0.13649	7.3267
1.39	6.4852	0.13665	7.3177
1.391	6.4859	0.13682	7.3088
1.392	6.4866	0.13699	7.2998
1.393	6.4873	0.13716	7.2909
1.394	6.488	0.13732	7.282
1.395	6.4888	0.13749	7.2732
1.396	6.4895	0.13766	7.2643
1.397	6.4902	0.13783	7.2554
1.398	6.4909	0.138	7.2466
1.399	6.4916	0.13816	7.2377
1.4	6.4924	0.13833	7.2289
1.401	6.4931	0.1385	7.2201
1.402	6.4938	0.13867	7.2113
1.403	6.4945	0.13884	7.2025
1.404	6.4953	0.13901	7.1937
1.405	6.496	0.13918	7.185
1.406	6.4967	0.13935	7.1762
1.407	6.4975	0.13952	7.1675
1.408	6.4982	0.13969	7.1588
1.409	6.4989	0.13986	7.15
1.41	6.4996	0.14003	7.1413
1.411	6.5004	0.1402	7.1327
1.412	6.5011	0.14037	7.124
1.413	6.5018	0.14054	7.1153
1.414	6.5026	0.14071	7.1067
1.415	6.5033	0.14088	7.0981
1.416	6.504	0.14105	7.0895
1.417	6.5048	0.14123	7.0809
1.418	6.5055	0.1414	7.0723
1.419	6.5063	0.14157	7.0637
1.42	6.507	0.14174	7.0551
1.421	6.5077	0.14191	7.0466
1.422	6.5085	0.14208	7.0381
1.423	6.5092	0.14226	7.0295
1.424	6.5099	0.14243	7.021
1.425	6.5107	0.1426	7.0126
1.426	6.5114	0.14277	7.0041
1.427	6.5122	0.14295	6.9956
1.428	6.5129	0.14312	6.9872
1.429	6.5136	0.14329	6.9788
1.43	6.5144	0.14346	6.9704
1.431	6.5151	0.14364	6.962
1.432	6.5159	0.14381	6.9536
1.433	6.5166	0.14398	6.9452
1.434	6.5174	0.14416	6.9369
1.435	6.5181	0.14433	6.9285
1.436	6.5189	0.1445	6.9202
1.437	6.5196	0.14468	6.9119
1.438	6.5203	0.14485	6.9036
1.439	6.5211	0.14503	6.8954
1.44	6.5218	0.1452	6.8871
1.441	6.5226	0.14537	6.8789
1.442	6.5233	0.14555	6.8706
1.443	6.5241	0.14572	6.8624
1.444	6.5248	0.1459	6.8542
1.445	6.5256	0.14607	6.8461
1.446	6.5263	0.14624	6.8379
1.447	6.5271	0.14642	6.8298
1.448	6.5278	0.14659	6.8216
1.449	6.5286	0.14677	6.8135
1.45	6.5293	0.14694	6.8054
1.451	6.5301	0.14712	6.7974
1.452	6.5308	0.14729	6.7893
1.453	6.5316	0.14747	6.7813
1.454	6.5323	0.14764	6.7732
1.455	6.5331	0.14781	6.7652
1.456	6.5338	0.14799	6.7572
1.457	6.5346	0.14816	6.7493
1.458	6.5353	0.14834	6.7413
1.459	6.5361	0.14851	6.7334
1.46	6.5368	0.14869	6.7255
1.461	6.5376	0.14886	6.7176
1.462	6.5383	0.14904	6.7097
1.463	6.5391	0.14921	6.7018
1.464	6.5399	0.14939	6.694
1.465	6.5406	0.14956	6.6861
1.466	6.5414	0.14974	6.6783
1.467	6.5421	0.14991	6.6705
1.468	6.5429	0.15009	6.6628
1.469	6.5436	0.15026	6.655
1.47	6.5444	0.15044	6.6473
1.471	6.5451	0.15061	6.6395
1.472	6.5459	0.15079	6.6318
1.473	6.5466	0.15096	6.6241
1.474	6.5474	0.15114	6.6165
1.475	6.5482	0.15131	6.6088
1.476	6.5489	0.15149	6.6012
1.477	6.5497	0.15166	6.5936
1.478	6.5504	0.15184	6.586
1.479	6.5512	0.15201	6.5784
1.48	6.5519	0.15219	6.5709
1.481	6.5527	0.15236	6.5634
1.482	6.5534	0.15254	6.5559
1.483	6.5542	0.15271	6.5484
1.484	6.555	0.15288	6.5409
1.485	6.5557	0.15306	6.5334
1.486	6.5565	0.15323	6.526
1.487	6.5572	0.15341	6.5186
1.488	6.558	0.15358	6.5112
1.489	6.5587	0.15376	6.5038
1.49	6.5595	0.15393	6.4965
1.491	6.5602	0.1541	6.4891
1.492	6.561	0.15428	6.4818
1.493	6.5618	0.15445	6.4745
1.494	6.5625	0.15463	6.4672
1.495	6.5633	0.1548	6.46
1.496	6.564	0.15497	6.4528
1.497	6.5648	0.15515	6.4455
1.498	6.5655	0.15532	6.4384
1.499	6.5663	0.15549	6.4312
1.5	6.567	0.15567	6.424
1.501	6.5678	0.15584	6.4169
1.502	6.5686	0.15601	6.4098
1.503	6.5693	0.15618	6.4027
1.504	6.5701	0.15636	6.3956
1.505	6.5708	0.15653	6.3886
1.506	6.5716	0.1567	6.3816
1.507	6.5723	0.15687	6.3746
1.508	6.5731	0.15705	6.3676
1.509	6.5738	0.15722	6.3606
1.51	6.5746	0.15739	6.3537
