angle (rad)	r (microns)	Courbure (um^-1)	 Rayon de courbure (um)
0.223	7.4623	0.14917	6.7037
0.224	7.462	0.14924	6.7004
0.225	7.4617	0.14932	6.6971
0.226	7.4614	0.14939	6.6939
0.227	7.4612	0.14946	6.6906
0.228	7.4609	0.14954	6.6874
0.229	7.4606	0.14961	6.6841
0.23	7.4603	0.14968	6.6809
0.231	7.46	0.14975	6.6776
0.232	7.4597	0.14983	6.6744
0.233	7.4595	0.1499	6.6712
0.234	7.4592	0.14997	6.6679
0.235	7.4589	0.15004	6.6647
0.236	7.4586	0.15012	6.6615
0.237	7.4583	0.15019	6.6583
0.238	7.458	0.15026	6.6551
0.239	7.4577	0.15033	6.6519
0.24	7.4574	0.1504	6.6488
0.241	7.4571	0.15048	6.6456
0.242	7.4568	0.15055	6.6424
0.243	7.4565	0.15062	6.6393
0.244	7.4562	0.15069	6.6361
0.245	7.4559	0.15076	6.633
0.246	7.4556	0.15083	6.6298
0.247	7.4553	0.1509	6.6267
0.248	7.455	0.15098	6.6236
0.249	7.4547	0.15105	6.6205
0.25	7.4544	0.15112	6.6174
0.251	7.4541	0.15119	6.6143
0.252	7.4538	0.15126	6.6112
0.253	7.4535	0.15133	6.6082
0.254	7.4532	0.1514	6.6051
0.255	7.4529	0.15147	6.6021
0.256	7.4526	0.15154	6.599
0.257	7.4523	0.15161	6.596
0.258	7.452	0.15168	6.593
0.259	7.4517	0.15175	6.59
0.26	7.4514	0.15181	6.587
0.261	7.4511	0.15188	6.584
0.262	7.4507	0.15195	6.581
0.263	7.4504	0.15202	6.5781
0.264	7.4501	0.15209	6.5751
0.265	7.4498	0.15216	6.5722
0.266	7.4495	0.15222	6.5693
0.267	7.4492	0.15229	6.5663
0.268	7.4488	0.15236	6.5634
0.269	7.4485	0.15243	6.5606
0.27	7.4482	0.15249	6.5577
0.271	7.4479	0.15256	6.5548
0.272	7.4476	0.15263	6.552
0.273	7.4472	0.15269	6.5491
0.274	7.4469	0.15276	6.5463
0.275	7.4466	0.15282	6.5435
0.276	7.4463	0.15289	6.5407
0.277	7.4459	0.15295	6.5379
0.278	7.4456	0.15302	6.5351
0.279	7.4453	0.15308	6.5324
0.28	7.4449	0.15315	6.5297
0.281	7.4446	0.15321	6.5269
0.282	7.4443	0.15328	6.5242
0.283	7.4439	0.15334	6.5215
0.284	7.4436	0.1534	6.5188
0.285	7.4433	0.15346	6.5162
0.286	7.4429	0.15353	6.5135
0.287	7.4426	0.15359	6.5109
0.288	7.4422	0.15365	6.5083
0.289	7.4419	0.15371	6.5056
0.29	7.4416	0.15377	6.5031
0.291	7.4412	0.15383	6.5005
0.292	7.4409	0.1539	6.4979
0.293	7.4405	0.15396	6.4954
0.294	7.4402	0.15402	6.4929
0.295	7.4398	0.15408	6.4903
0.296	7.4395	0.15413	6.4878
0.297	7.4391	0.15419	6.4854
0.298	7.4388	0.15425	6.4829
0.299	7.4384	0.15431	6.4805
0.3	7.4381	0.15437	6.478
0.301	7.4377	0.15443	6.4756
0.302	7.4374	0.15448	6.4732
0.303	7.437	0.15454	6.4708
0.304	7.4367	0.1546	6.4685
0.305	7.4363	0.15465	6.4661
0.306	7.4359	0.15471	6.4638
0.307	7.4356	0.15476	6.4615
0.308	7.4352	0.15482	6.4592
0.309	7.4349	0.15487	6.457
0.31	7.4345	0.15493	6.4547
0.311	7.4341	0.15498	6.4525
0.312	7.4338	0.15503	6.4502
0.313	7.4334	0.15509	6.448
0.314	7.433	0.15514	6.4459
0.315	7.4327	0.15519	6.4437
0.316	7.4323	0.15524	6.4416
0.317	7.4319	0.15529	6.4394
0.318	7.4315	0.15534	6.4373
0.319	7.4312	0.15539	6.4352
0.32	7.4308	0.15544	6.4332
0.321	7.4304	0.15549	6.4311
0.322	7.43	0.15554	6.4291
0.323	7.4297	0.15559	6.4271
0.324	7.4293	0.15564	6.4251
0.325	7.4289	0.15569	6.4231
0.326	7.4285	0.15574	6.4212
0.327	7.4281	0.15578	6.4192
0.328	7.4277	0.15583	6.4173
0.329	7.4274	0.15587	6.4154
0.33	7.427	0.15592	6.4135
0.331	7.4266	0.15597	6.4117
0.332	7.4262	0.15601	6.4099
0.333	7.4258	0.15605	6.408
0.334	7.4254	0.1561	6.4062
0.335	7.425	0.15614	6.4045
0.336	7.4246	0.15618	6.4027
0.337	7.4242	0.15623	6.401
0.338	7.4238	0.15627	6.3993
0.339	7.4234	0.15631	6.3976
0.34	7.423	0.15635	6.3959
0.341	7.4226	0.15639	6.3942
0.342	7.4222	0.15643	6.3926
0.343	7.4218	0.15647	6.391
0.344	7.4214	0.15651	6.3894
0.345	7.421	0.15655	6.3878
0.346	7.4206	0.15659	6.3863
0.347	7.4202	0.15662	6.3848
0.348	7.4198	0.15666	6.3832
0.349	7.4194	0.1567	6.3818
0.35	7.419	0.15673	6.3803
0.351	7.4186	0.15677	6.3789
0.352	7.4182	0.1568	6.3774
0.353	7.4177	0.15684	6.376
0.354	7.4173	0.15687	6.3746
0.355	7.4169	0.15691	6.3733
0.356	7.4165	0.15694	6.3719
0.357	7.4161	0.15697	6.3706
0.358	7.4157	0.157	6.3693
0.359	7.4152	0.15703	6.3681
0.36	7.4148	0.15706	6.3668
0.361	7.4144	0.1571	6.3656
0.362	7.414	0.15713	6.3644
0.363	7.4135	0.15715	6.3632
0.364	7.4131	0.15718	6.362
0.365	7.4127	0.15721	6.3609
0.366	7.4122	0.15724	6.3597
0.367	7.4118	0.15727	6.3586
0.368	7.4114	0.15729	6.3575
0.369	7.4109	0.15732	6.3565
0.37	7.4105	0.15735	6.3554
0.371	7.4101	0.15737	6.3544
0.372	7.4096	0.1574	6.3534
0.373	7.4092	0.15742	6.3525
0.374	7.4088	0.15744	6.3515
0.375	7.4083	0.15747	6.3506
0.376	7.4079	0.15749	6.3497
0.377	7.4074	0.15751	6.3488
0.378	7.407	0.15753	6.3479
0.379	7.4065	0.15755	6.3471
0.38	7.4061	0.15757	6.3463
0.381	7.4056	0.15759	6.3455
0.382	7.4052	0.15761	6.3447
0.383	7.4047	0.15763	6.3439
0.384	7.4043	0.15765	6.3432
0.385	7.4038	0.15767	6.3425
0.386	7.4034	0.15768	6.3418
0.387	7.4029	0.1577	6.3411
0.388	7.4025	0.15772	6.3405
0.389	7.402	0.15773	6.3398
0.39	7.4016	0.15775	6.3392
0.391	7.4011	0.15776	6.3387
0.392	7.4006	0.15778	6.3381
0.393	7.4002	0.15779	6.3376
0.394	7.3997	0.1578	6.3371
0.395	7.3992	0.15781	6.3366
0.396	7.3988	0.15783	6.3361
0.397	7.3983	0.15784	6.3356
0.398	7.3978	0.15785	6.3352
0.399	7.3974	0.15786	6.3348
0.4	7.3969	0.15787	6.3344
0.401	7.3964	0.15788	6.334
0.402	7.3959	0.15789	6.3337
0.403	7.3955	0.15789	6.3334
0.404	7.395	0.1579	6.3331
0.405	7.3945	0.15791	6.3328
0.406	7.394	0.15791	6.3325
0.407	7.3936	0.15792	6.3323
0.408	7.3931	0.15793	6.3321
0.409	7.3926	0.15793	6.3319
0.41	7.3921	0.15793	6.3317
0.411	7.3916	0.15794	6.3316
0.412	7.3911	0.15794	6.3314
0.413	7.3906	0.15794	6.3313
0.414	7.3902	0.15795	6.3313
0.415	7.3897	0.15795	6.3312
0.416	7.3892	0.15795	6.3311
0.417	7.3887	0.15795	6.3311
0.418	7.3882	0.15795	6.3311
0.419	7.3877	0.15795	6.3311
0.42	7.3872	0.15795	6.3312
0.421	7.3867	0.15795	6.3312
0.422	7.3862	0.15795	6.3313
0.423	7.3857	0.15794	6.3314
0.424	7.3852	0.15794	6.3315
0.425	7.3847	0.15794	6.3317
0.426	7.3842	0.15793	6.3318
0.427	7.3837	0.15793	6.332
0.428	7.3832	0.15792	6.3322
0.429	7.3827	0.15792	6.3325
0.43	7.3822	0.15791	6.3327
0.431	7.3817	0.1579	6.333
0.432	7.3811	0.1579	6.3333
0.433	7.3806	0.15789	6.3336
0.434	7.3801	0.15788	6.3339
0.435	7.3796	0.15787	6.3342
0.436	7.3791	0.15786	6.3346
0.437	7.3786	0.15785	6.335
0.438	7.3781	0.15784	6.3354
0.439	7.3775	0.15783	6.3358
0.44	7.377	0.15782	6.3363
0.441	7.3765	0.15781	6.3367
0.442	7.376	0.1578	6.3372
0.443	7.3754	0.15779	6.3377
0.444	7.3749	0.15777	6.3382
0.445	7.3744	0.15776	6.3388
0.446	7.3739	0.15775	6.3393
0.447	7.3733	0.15773	6.3399
0.448	7.3728	0.15772	6.3405
0.449	7.3723	0.1577	6.3411
0.45	7.3717	0.15768	6.3418
0.451	7.3712	0.15767	6.3424
0.452	7.3707	0.15765	6.3431
0.453	7.3701	0.15763	6.3438
0.454	7.3696	0.15762	6.3445
0.455	7.3691	0.1576	6.3452
0.456	7.3685	0.15758	6.346
0.457	7.368	0.15756	6.3468
0.458	7.3674	0.15754	6.3476
0.459	7.3669	0.15752	6.3484
0.46	7.3663	0.1575	6.3492
0.461	7.3658	0.15748	6.35
0.462	7.3653	0.15746	6.3509
0.463	7.3647	0.15744	6.3518
0.464	7.3642	0.15741	6.3526
0.465	7.3636	0.15739	6.3536
0.466	7.3631	0.15737	6.3545
0.467	7.3625	0.15735	6.3554
0.468	7.3619	0.15732	6.3564
0.469	7.3614	0.1573	6.3574
0.47	7.3608	0.15727	6.3584
0.471	7.3603	0.15725	6.3594
0.472	7.3597	0.15722	6.3604
0.473	7.3592	0.1572	6.3615
0.474	7.3586	0.15717	6.3625
0.475	7.358	0.15714	6.3636
0.476	7.3575	0.15712	6.3647
0.477	7.3569	0.15709	6.3658
0.478	7.3563	0.15706	6.367
0.479	7.3558	0.15703	6.3681
0.48	7.3552	0.157	6.3693
0.481	7.3546	0.15697	6.3704
0.482	7.3541	0.15695	6.3716
0.483	7.3535	0.15692	6.3728
0.484	7.3529	0.15689	6.3741
0.485	7.3524	0.15686	6.3753
0.486	7.3518	0.15682	6.3766
0.487	7.3512	0.15679	6.3778
0.488	7.3506	0.15676	6.3791
0.489	7.3501	0.15673	6.3804
0.49	7.3495	0.1567	6.3817
0.491	7.3489	0.15666	6.3831
0.492	7.3483	0.15663	6.3844
0.493	7.3477	0.1566	6.3858
0.494	7.3472	0.15656	6.3871
0.495	7.3466	0.15653	6.3885
0.496	7.346	0.1565	6.3899
0.497	7.3454	0.15646	6.3914
0.498	7.3448	0.15643	6.3928
0.499	7.3442	0.15639	6.3942
0.5	7.3436	0.15636	6.3957
0.501	7.343	0.15632	6.3972
0.502	7.3424	0.15628	6.3986
0.503	7.3419	0.15625	6.4001
0.504	7.3413	0.15621	6.4016
0.505	7.3407	0.15617	6.4032
0.506	7.3401	0.15614	6.4047
0.507	7.3395	0.1561	6.4063
0.508	7.3389	0.15606	6.4078
0.509	7.3383	0.15602	6.4094
0.51	7.3377	0.15598	6.411
0.511	7.3371	0.15594	6.4126
0.512	7.3365	0.1559	6.4142
0.513	7.3359	0.15587	6.4158
0.514	7.3353	0.15583	6.4174
0.515	7.3347	0.15579	6.4191
0.516	7.3341	0.15575	6.4207
0.517	7.3334	0.15571	6.4224
0.518	7.3328	0.15566	6.4241
0.519	7.3322	0.15562	6.4258
0.52	7.3316	0.15558	6.4275
0.521	7.331	0.15554	6.4292
0.522	7.3304	0.1555	6.4309
0.523	7.3298	0.15546	6.4326
0.524	7.3292	0.15542	6.4344
0.525	7.3285	0.15537	6.4361
0.526	7.3279	0.15533	6.4379
0.527	7.3273	0.15529	6.4397
0.528	7.3267	0.15524	6.4414
0.529	7.3261	0.1552	6.4432
0.53	7.3255	0.15516	6.445
0.531	7.3248	0.15511	6.4469
0.532	7.3242	0.15507	6.4487
0.533	7.3236	0.15503	6.4505
0.534	7.323	0.15498	6.4523
0.535	7.3223	0.15494	6.4542
0.536	7.3217	0.15489	6.456
0.537	7.3211	0.15485	6.4579
0.538	7.3205	0.1548	6.4598
0.539	7.3198	0.15476	6.4617
0.54	7.3192	0.15471	6.4636
0.541	7.3186	0.15467	6.4654
0.542	7.3179	0.15462	6.4674
0.543	7.3173	0.15458	6.4693
0.544	7.3167	0.15453	6.4712
0.545	7.316	0.15449	6.4731
0.546	7.3154	0.15444	6.475
0.547	7.3148	0.15439	6.477
0.548	7.3141	0.15435	6.4789
0.549	7.3135	0.1543	6.4809
0.55	7.3128	0.15425	6.4828
0.551	7.3122	0.15421	6.4848
0.552	7.3116	0.15416	6.4868
0.553	7.3109	0.15411	6.4888
0.554	7.3103	0.15407	6.4908
0.555	7.3096	0.15402	6.4927
0.556	7.309	0.15397	6.4947
0.557	7.3083	0.15392	6.4967
0.558	7.3077	0.15388	6.4988
0.559	7.307	0.15383	6.5008
0.56	7.3064	0.15378	6.5028
0.561	7.3057	0.15373	6.5048
0.562	7.3051	0.15368	6.5068
0.563	7.3044	0.15364	6.5089
0.564	7.3038	0.15359	6.5109
0.565	7.3031	0.15354	6.513
0.566	7.3025	0.15349	6.515
0.567	7.3018	0.15344	6.517
0.568	7.3012	0.1534	6.5191
0.569	7.3005	0.15335	6.5212
0.57	7.2999	0.1533	6.5232
0.571	7.2992	0.15325	6.5253
0.572	7.2985	0.1532	6.5274
0.573	7.2979	0.15315	6.5294
0.574	7.2972	0.1531	6.5315
0.575	7.2966	0.15306	6.5336
0.576	7.2959	0.15301	6.5357
0.577	7.2952	0.15296	6.5377
0.578	7.2946	0.15291	6.5398
0.579	7.2939	0.15286	6.5419
0.58	7.2932	0.15281	6.544
0.581	7.2926	0.15276	6.5461
0.582	7.2919	0.15271	6.5482
0.583	7.2912	0.15266	6.5503
0.584	7.2906	0.15262	6.5524
0.585	7.2899	0.15257	6.5545
0.586	7.2892	0.15252	6.5566
0.587	7.2886	0.15247	6.5587
0.588	7.2879	0.15242	6.5608
0.589	7.2872	0.15237	6.5629
0.59	7.2865	0.15232	6.565
0.591	7.2859	0.15227	6.5671
0.592	7.2852	0.15223	6.5692
0.593	7.2845	0.15218	6.5713
0.594	7.2838	0.15213	6.5734
0.595	7.2832	0.15208	6.5755
0.596	7.2825	0.15203	6.5776
0.597	7.2818	0.15198	6.5797
0.598	7.2811	0.15193	6.5818
0.599	7.2804	0.15188	6.584
0.6	7.2798	0.15184	6.5861
0.601	7.2791	0.15179	6.5882
0.602	7.2784	0.15174	6.5903
0.603	7.2777	0.15169	6.5924
0.604	7.277	0.15164	6.5945
0.605	7.2763	0.15159	6.5966
0.606	7.2757	0.15155	6.5987
0.607	7.275	0.1515	6.6008
0.608	7.2743	0.15145	6.6029
0.609	7.2736	0.1514	6.605
0.61	7.2729	0.15135	6.607
0.611	7.2722	0.15131	6.6091
0.612	7.2715	0.15126	6.6112
0.613	7.2708	0.15121	6.6133
0.614	7.2701	0.15116	6.6154
0.615	7.2694	0.15112	6.6175
0.616	7.2688	0.15107	6.6195
0.617	7.2681	0.15102	6.6216
0.618	7.2674	0.15097	6.6237
0.619	7.2667	0.15093	6.6258
0.62	7.266	0.15088	6.6278
0.621	7.2653	0.15083	6.6299
0.622	7.2646	0.15079	6.632
0.623	7.2639	0.15074	6.634
0.624	7.2632	0.15069	6.6361
0.625	7.2625	0.15065	6.6381
0.626	7.2618	0.1506	6.6402
0.627	7.2611	0.15055	6.6422
0.628	7.2604	0.15051	6.6442
0.629	7.2597	0.15046	6.6463
0.63	7.259	0.15041	6.6483
0.631	7.2583	0.15037	6.6503
0.632	7.2576	0.15032	6.6523
0.633	7.2569	0.15028	6.6544
0.634	7.2562	0.15023	6.6564
0.635	7.2555	0.15019	6.6584
0.636	7.2548	0.15014	6.6604
0.637	7.2541	0.1501	6.6624
0.638	7.2533	0.15005	6.6644
0.639	7.2526	0.15001	6.6664
0.64	7.2519	0.14996	6.6683
0.641	7.2512	0.14992	6.6703
0.642	7.2505	0.14987	6.6723
0.643	7.2498	0.14983	6.6742
0.644	7.2491	0.14979	6.6762
0.645	7.2484	0.14974	6.6782
0.646	7.2477	0.1497	6.6801
0.647	7.247	0.14965	6.682
0.648	7.2462	0.14961	6.684
0.649	7.2455	0.14957	6.6859
0.65	7.2448	0.14953	6.6878
0.651	7.2441	0.14948	6.6897
0.652	7.2434	0.14944	6.6917
0.653	7.2427	0.1494	6.6936
0.654	7.2419	0.14935	6.6955
0.655	7.2412	0.14931	6.6974
0.656	7.2405	0.14927	6.6992
0.657	7.2398	0.14923	6.7011
0.658	7.2391	0.14919	6.703
0.659	7.2384	0.14915	6.7048
0.66	7.2376	0.1491	6.7067
0.661	7.2369	0.14906	6.7086
0.662	7.2362	0.14902	6.7104
0.663	7.2355	0.14898	6.7122
0.664	7.2347	0.14894	6.7141
0.665	7.234	0.1489	6.7159
0.666	7.2333	0.14886	6.7177
0.667	7.2326	0.14882	6.7195
0.668	7.2319	0.14878	6.7213
0.669	7.2311	0.14874	6.7231
0.67	7.2304	0.1487	6.7249
0.671	7.2297	0.14866	6.7266
0.672	7.229	0.14862	6.7284
0.673	7.2282	0.14858	6.7302
0.674	7.2275	0.14855	6.7319
0.675	7.2268	0.14851	6.7337
0.676	7.226	0.14847	6.7354
0.677	7.2253	0.14843	6.7371
0.678	7.2246	0.14839	6.7388
0.679	7.2239	0.14836	6.7406
0.68	7.2231	0.14832	6.7423
0.681	7.2224	0.14828	6.7439
0.682	7.2217	0.14824	6.7456
0.683	7.2209	0.14821	6.7473
0.684	7.2202	0.14817	6.749
0.685	7.2195	0.14813	6.7506
0.686	7.2187	0.1481	6.7523
0.687	7.218	0.14806	6.7539
0.688	7.2173	0.14803	6.7556
0.689	7.2165	0.14799	6.7572
0.69	7.2158	0.14795	6.7588
0.691	7.2151	0.14792	6.7604
0.692	7.2143	0.14788	6.762
0.693	7.2136	0.14785	6.7636
0.694	7.2128	0.14782	6.7652
0.695	7.2121	0.14778	6.7668
0.696	7.2114	0.14775	6.7683
0.697	7.2106	0.14771	6.7699
0.698	7.2099	0.14768	6.7714
0.699	7.2092	0.14765	6.773
0.7	7.2084	0.14761	6.7745
0.701	7.2077	0.14758	6.776
0.702	7.2069	0.14755	6.7775
0.703	7.2062	0.14751	6.779
0.704	7.2055	0.14748	6.7805
0.705	7.2047	0.14745	6.782
0.706	7.204	0.14742	6.7835
0.707	7.2032	0.14738	6.785
0.708	7.2025	0.14735	6.7864
0.709	7.2017	0.14732	6.7879
0.71	7.201	0.14729	6.7893
0.711	7.2002	0.14726	6.7907
0.712	7.1995	0.14723	6.7922
0.713	7.1988	0.1472	6.7936
0.714	7.198	0.14717	6.795
0.715	7.1973	0.14714	6.7964
0.716	7.1965	0.14711	6.7978
0.717	7.1958	0.14708	6.7991
0.718	7.195	0.14705	6.8005
0.719	7.1943	0.14702	6.8019
0.72	7.1935	0.14699	6.8032
0.721	7.1928	0.14696	6.8045
0.722	7.192	0.14693	6.8059
0.723	7.1913	0.1469	6.8072
0.724	7.1905	0.14688	6.8085
0.725	7.1898	0.14685	6.8098
0.726	7.189	0.14682	6.8111
0.727	7.1883	0.14679	6.8124
0.728	7.1875	0.14676	6.8137
0.729	7.1868	0.14674	6.8149
0.73	7.186	0.14671	6.8162
0.731	7.1853	0.14668	6.8174
0.732	7.1845	0.14666	6.8187
0.733	7.1838	0.14663	6.8199
0.734	7.183	0.1466	6.8211
0.735	7.1823	0.14658	6.8224
0.736	7.1815	0.14655	6.8236
0.737	7.1808	0.14653	6.8248
0.738	7.18	0.1465	6.8259
0.739	7.1793	0.14647	6.8271
0.74	7.1785	0.14645	6.8283
