angle (rad)	r (microns)	Courbure (um^-1)	 Rayon de courbure (um)
0.102	7.6284	0.14028	7.1288
0.103	7.628	0.14027	7.1291
0.104	7.6277	0.14026	7.1294
0.105	7.6274	0.14026	7.1297
0.106	7.6271	0.14025	7.13
0.107	7.6267	0.14025	7.1302
0.108	7.6264	0.14024	7.1305
0.109	7.6261	0.14024	7.1307
0.11	7.6258	0.14023	7.1309
0.111	7.6254	0.14023	7.1311
0.112	7.6251	0.14023	7.1313
0.113	7.6248	0.14022	7.1315
0.114	7.6244	0.14022	7.1316
0.115	7.6241	0.14022	7.1318
0.116	7.6238	0.14021	7.1319
0.117	7.6234	0.14021	7.132
0.118	7.6231	0.14021	7.1321
0.119	7.6228	0.14021	7.1322
0.12	7.6225	0.14021	7.1323
0.121	7.6221	0.14021	7.1323
0.122	7.6218	0.14021	7.1324
0.123	7.6215	0.14021	7.1324
0.124	7.6211	0.14021	7.1324
0.125	7.6208	0.14021	7.1324
0.126	7.6205	0.14021	7.1323
0.127	7.6201	0.14021	7.1323
0.128	7.6198	0.14021	7.1322
0.129	7.6194	0.14021	7.1321
0.13	7.6191	0.14021	7.1321
0.131	7.6188	0.14021	7.1319
0.132	7.6184	0.14022	7.1318
0.133	7.6181	0.14022	7.1317
0.134	7.6178	0.14022	7.1315
0.135	7.6174	0.14023	7.1313
0.136	7.6171	0.14023	7.1311
0.137	7.6167	0.14023	7.1309
0.138	7.6164	0.14024	7.1307
0.139	7.616	0.14024	7.1304
0.14	7.6157	0.14025	7.1301
0.141	7.6154	0.14026	7.1299
0.142	7.615	0.14026	7.1296
0.143	7.6147	0.14027	7.1292
0.144	7.6143	0.14027	7.1289
0.145	7.614	0.14028	7.1285
0.146	7.6136	0.14029	7.1282
0.147	7.6133	0.1403	7.1278
0.148	7.6129	0.1403	7.1273
0.149	7.6126	0.14031	7.1269
0.15	7.6123	0.14032	7.1265
0.151	7.6119	0.14033	7.126
0.152	7.6116	0.14034	7.1255
0.153	7.6112	0.14035	7.125
0.154	7.6109	0.14036	7.1245
0.155	7.6105	0.14037	7.1239
0.156	7.6102	0.14038	7.1234
0.157	7.6098	0.14039	7.1228
0.158	7.6095	0.14041	7.1222
0.159	7.6091	0.14042	7.1216
0.16	7.6088	0.14043	7.1209
0.161	7.6084	0.14044	7.1203
0.162	7.608	0.14046	7.1196
0.163	7.6077	0.14047	7.1189
0.164	7.6073	0.14049	7.1182
0.165	7.607	0.1405	7.1174
0.166	7.6066	0.14052	7.1167
0.167	7.6063	0.14053	7.1159
0.168	7.6059	0.14055	7.1151
0.169	7.6056	0.14056	7.1143
0.17	7.6052	0.14058	7.1134
0.171	7.6048	0.1406	7.1126
0.172	7.6045	0.14061	7.1117
0.173	7.6041	0.14063	7.1108
0.174	7.6038	0.14065	7.1099
0.175	7.6034	0.14067	7.1089
0.176	7.603	0.14069	7.108
0.177	7.6027	0.14071	7.107
0.178	7.6023	0.14073	7.106
0.179	7.602	0.14075	7.105
0.18	7.6016	0.14077	7.104
0.181	7.6012	0.14079	7.1029
0.182	7.6009	0.14081	7.1018
0.183	7.6005	0.14083	7.1007
0.184	7.6001	0.14085	7.0996
0.185	7.5998	0.14088	7.0985
0.186	7.5994	0.1409	7.0973
0.187	7.599	0.14092	7.0961
0.188	7.5987	0.14095	7.0949
0.189	7.5983	0.14097	7.0937
0.19	7.5979	0.14099	7.0925
0.191	7.5976	0.14102	7.0912
0.192	7.5972	0.14105	7.0899
0.193	7.5968	0.14107	7.0886
0.194	7.5965	0.1411	7.0873
0.195	7.5961	0.14112	7.0859
0.196	7.5957	0.14115	7.0846
0.197	7.5953	0.14118	7.0832
0.198	7.595	0.14121	7.0818
0.199	7.5946	0.14124	7.0803
0.2	7.5942	0.14127	7.0789
0.201	7.5938	0.14129	7.0774
0.202	7.5935	0.14132	7.0759
0.203	7.5931	0.14135	7.0744
0.204	7.5927	0.14139	7.0729
0.205	7.5923	0.14142	7.0713
0.206	7.592	0.14145	7.0697
0.207	7.5916	0.14148	7.0681
0.208	7.5912	0.14151	7.0665
0.209	7.5908	0.14155	7.0649
0.21	7.5905	0.14158	7.0632
0.211	7.5901	0.14161	7.0616
0.212	7.5897	0.14165	7.0599
0.213	7.5893	0.14168	7.0581
0.214	7.5889	0.14172	7.0564
0.215	7.5886	0.14175	7.0546
0.216	7.5882	0.14179	7.0528
0.217	7.5878	0.14182	7.051
0.218	7.5874	0.14186	7.0492
0.219	7.587	0.1419	7.0474
0.22	7.5866	0.14193	7.0455
0.221	7.5862	0.14197	7.0436
0.222	7.5859	0.14201	7.0417
0.223	7.5855	0.14205	7.0398
0.224	7.5851	0.14209	7.0378
0.225	7.5847	0.14213	7.0359
0.226	7.5843	0.14217	7.0339
0.227	7.5839	0.14221	7.0319
0.228	7.5835	0.14225	7.0299
0.229	7.5831	0.14229	7.0278
0.23	7.5828	0.14233	7.0257
0.231	7.5824	0.14238	7.0237
0.232	7.582	0.14242	7.0215
0.233	7.5816	0.14246	7.0194
0.234	7.5812	0.14251	7.0173
0.235	7.5808	0.14255	7.0151
0.236	7.5804	0.14259	7.0129
0.237	7.58	0.14264	7.0107
0.238	7.5796	0.14268	7.0085
0.239	7.5792	0.14273	7.0062
0.24	7.5788	0.14278	7.004
0.241	7.5784	0.14282	7.0017
0.242	7.578	0.14287	6.9994
0.243	7.5776	0.14292	6.997
0.244	7.5772	0.14297	6.9947
0.245	7.5768	0.14301	6.9923
0.246	7.5764	0.14306	6.99
0.247	7.576	0.14311	6.9876
0.248	7.5756	0.14316	6.9851
0.249	7.5752	0.14321	6.9827
0.25	7.5748	0.14326	6.9802
0.251	7.5744	0.14331	6.9778
0.252	7.574	0.14336	6.9753
0.253	7.5736	0.14342	6.9727
0.254	7.5732	0.14347	6.9702
0.255	7.5728	0.14352	6.9677
0.256	7.5724	0.14357	6.9651
0.257	7.572	0.14363	6.9625
0.258	7.5716	0.14368	6.9599
0.259	7.5712	0.14373	6.9573
0.26	7.5707	0.14379	6.9546
0.261	7.5703	0.14384	6.952
0.262	7.5699	0.1439	6.9493
0.263	7.5695	0.14396	6.9466
0.264	7.5691	0.14401	6.9439
0.265	7.5687	0.14407	6.9412
0.266	7.5683	0.14413	6.9384
0.267	7.5679	0.14418	6.9357
0.268	7.5674	0.14424	6.9329
0.269	7.567	0.1443	6.9301
0.27	7.5666	0.14436	6.9273
0.271	7.5662	0.14442	6.9244
0.272	7.5658	0.14448	6.9216
0.273	7.5654	0.14454	6.9187
0.274	7.5649	0.1446	6.9158
0.275	7.5645	0.14466	6.9129
0.276	7.5641	0.14472	6.91
0.277	7.5637	0.14478	6.9071
0.278	7.5633	0.14484	6.9042
0.279	7.5628	0.1449	6.9012
0.28	7.5624	0.14497	6.8982
0.281	7.562	0.14503	6.8952
0.282	7.5616	0.14509	6.8922
0.283	7.5611	0.14515	6.8892
0.284	7.5607	0.14522	6.8862
0.285	7.5603	0.14528	6.8831
0.286	7.5599	0.14535	6.88
0.287	7.5594	0.14541	6.8769
0.288	7.559	0.14548	6.8739
0.289	7.5586	0.14554	6.8707
0.29	7.5581	0.14561	6.8676
0.291	7.5577	0.14568	6.8645
0.292	7.5573	0.14574	6.8613
0.293	7.5568	0.14581	6.8582
0.294	7.5564	0.14588	6.855
0.295	7.556	0.14595	6.8518
0.296	7.5555	0.14602	6.8486
0.297	7.5551	0.14608	6.8453
0.298	7.5547	0.14615	6.8421
0.299	7.5542	0.14622	6.8389
0.3	7.5538	0.14629	6.8356
0.301	7.5534	0.14636	6.8323
0.302	7.5529	0.14643	6.829
0.303	7.5525	0.1465	6.8257
0.304	7.552	0.14658	6.8224
0.305	7.5516	0.14665	6.8191
0.306	7.5512	0.14672	6.8158
0.307	7.5507	0.14679	6.8124
0.308	7.5503	0.14686	6.8091
0.309	7.5498	0.14694	6.8057
0.31	7.5494	0.14701	6.8023
0.311	7.5489	0.14708	6.7989
0.312	7.5485	0.14716	6.7955
0.313	7.548	0.14723	6.7921
0.314	7.5476	0.1473	6.7887
0.315	7.5471	0.14738	6.7853
0.316	7.5467	0.14745	6.7818
0.317	7.5462	0.14753	6.7784
0.318	7.5458	0.1476	6.7749
0.319	7.5453	0.14768	6.7714
0.32	7.5449	0.14776	6.7679
0.321	7.5444	0.14783	6.7644
0.322	7.544	0.14791	6.7609
0.323	7.5435	0.14799	6.7574
0.324	7.543	0.14806	6.7539
0.325	7.5426	0.14814	6.7504
0.326	7.5421	0.14822	6.7468
0.327	7.5417	0.1483	6.7433
0.328	7.5412	0.14837	6.7397
0.329	7.5407	0.14845	6.7362
0.33	7.5403	0.14853	6.7326
0.331	7.5398	0.14861	6.729
0.332	7.5393	0.14869	6.7254
0.333	7.5389	0.14877	6.7218
0.334	7.5384	0.14885	6.7182
0.335	7.5379	0.14893	6.7146
0.336	7.5375	0.14901	6.711
0.337	7.537	0.14909	6.7074
0.338	7.5365	0.14917	6.7038
0.339	7.5361	0.14925	6.7001
0.34	7.5356	0.14933	6.6965
0.341	7.5351	0.14941	6.6928
0.342	7.5346	0.1495	6.6892
0.343	7.5342	0.14958	6.6855
0.344	7.5337	0.14966	6.6819
0.345	7.5332	0.14974	6.6782
0.346	7.5327	0.14982	6.6745
0.347	7.5323	0.14991	6.6708
0.348	7.5318	0.14999	6.6672
0.349	7.5313	0.15007	6.6635
0.35	7.5308	0.15016	6.6598
0.351	7.5303	0.15024	6.6561
0.352	7.5298	0.15032	6.6524
0.353	7.5294	0.15041	6.6487
0.354	7.5289	0.15049	6.645
0.355	7.5284	0.15057	6.6412
0.356	7.5279	0.15066	6.6375
0.357	7.5274	0.15074	6.6338
0.358	7.5269	0.15083	6.6301
0.359	7.5264	0.15091	6.6264
0.36	7.5259	0.151	6.6226
0.361	7.5254	0.15108	6.6189
0.362	7.525	0.15117	6.6152
0.363	7.5245	0.15125	6.6114
0.364	7.524	0.15134	6.6077
0.365	7.5235	0.15142	6.604
0.366	7.523	0.15151	6.6002
0.367	7.5225	0.1516	6.5965
0.368	7.522	0.15168	6.5928
0.369	7.5215	0.15177	6.589
0.37	7.521	0.15185	6.5853
0.371	7.5205	0.15194	6.5815
0.372	7.52	0.15203	6.5778
0.373	7.5195	0.15211	6.574
0.374	7.5189	0.1522	6.5703
0.375	7.5184	0.15229	6.5666
0.376	7.5179	0.15237	6.5628
0.377	7.5174	0.15246	6.5591
0.378	7.5169	0.15255	6.5553
0.379	7.5164	0.15263	6.5516
0.38	7.5159	0.15272	6.5479
0.381	7.5154	0.15281	6.5441
0.382	7.5149	0.1529	6.5404
0.383	7.5143	0.15298	6.5366
0.384	7.5138	0.15307	6.5329
0.385	7.5133	0.15316	6.5292
0.386	7.5128	0.15325	6.5254
0.387	7.5123	0.15333	6.5217
0.388	7.5117	0.15342	6.518
0.389	7.5112	0.15351	6.5143
0.39	7.5107	0.1536	6.5106
0.391	7.5102	0.15368	6.5068
0.392	7.5096	0.15377	6.5031
0.393	7.5091	0.15386	6.4994
0.394	7.5086	0.15395	6.4957
0.395	7.5081	0.15404	6.492
0.396	7.5075	0.15412	6.4883
0.397	7.507	0.15421	6.4846
0.398	7.5065	0.1543	6.4809
0.399	7.5059	0.15439	6.4772
0.4	7.5054	0.15447	6.4736
0.401	7.5048	0.15456	6.4699
0.402	7.5043	0.15465	6.4662
0.403	7.5038	0.15474	6.4625
0.404	7.5032	0.15483	6.4589
0.405	7.5027	0.15491	6.4552
0.406	7.5021	0.155	6.4516
0.407	7.5016	0.15509	6.4479
0.408	7.5011	0.15518	6.4443
0.409	7.5005	0.15526	6.4407
0.41	7.5	0.15535	6.437
0.411	7.4994	0.15544	6.4334
0.412	7.4989	0.15553	6.4298
0.413	7.4983	0.15561	6.4262
0.414	7.4978	0.1557	6.4226
0.415	7.4972	0.15579	6.419
0.416	7.4966	0.15587	6.4154
0.417	7.4961	0.15596	6.4118
0.418	7.4955	0.15605	6.4083
0.419	7.495	0.15614	6.4047
0.42	7.4944	0.15622	6.4012
0.421	7.4939	0.15631	6.3976
0.422	7.4933	0.15639	6.3941
0.423	7.4927	0.15648	6.3905
0.424	7.4922	0.15657	6.387
0.425	7.4916	0.15665	6.3835
0.426	7.491	0.15674	6.38
0.427	7.4905	0.15683	6.3765
0.428	7.4899	0.15691	6.373
0.429	7.4893	0.157	6.3696
0.43	7.4887	0.15708	6.3661
0.431	7.4882	0.15717	6.3626
0.432	7.4876	0.15725	6.3592
0.433	7.487	0.15734	6.3557
0.434	7.4864	0.15742	6.3523
0.435	7.4859	0.15751	6.3489
0.436	7.4853	0.15759	6.3455
0.437	7.4847	0.15768	6.3421
0.438	7.4841	0.15776	6.3387
0.439	7.4835	0.15784	6.3353
0.44	7.4829	0.15793	6.332
0.441	7.4823	0.15801	6.3286
0.442	7.4818	0.1581	6.3253
0.443	7.4812	0.15818	6.322
0.444	7.4806	0.15826	6.3186
0.445	7.48	0.15834	6.3153
0.446	7.4794	0.15843	6.312
0.447	7.4788	0.15851	6.3088
0.448	7.4782	0.15859	6.3055
0.449	7.4776	0.15867	6.3022
0.45	7.477	0.15876	6.299
0.451	7.4764	0.15884	6.2957
0.452	7.4758	0.15892	6.2925
0.453	7.4752	0.159	6.2893
0.454	7.4746	0.15908	6.2861
0.455	7.474	0.15916	6.2829
0.456	7.4734	0.15924	6.2798
0.457	7.4728	0.15932	6.2766
0.458	7.4721	0.1594	6.2735
0.459	7.4715	0.15948	6.2704
0.46	7.4709	0.15956	6.2672
0.461	7.4703	0.15964	6.2641
0.462	7.4697	0.15972	6.2611
0.463	7.4691	0.1598	6.258
0.464	7.4684	0.15987	6.2549
0.465	7.4678	0.15995	6.2519
0.466	7.4672	0.16003	6.2488
0.467	7.4666	0.16011	6.2458
0.468	7.4659	0.16018	6.2428
0.469	7.4653	0.16026	6.2398
0.47	7.4647	0.16034	6.2369
0.471	7.4641	0.16041	6.2339
0.472	7.4634	0.16049	6.231
0.473	7.4628	0.16056	6.2281
0.474	7.4622	0.16064	6.2251
0.475	7.4615	0.16071	6.2223
0.476	7.4609	0.16079	6.2194
0.477	7.4602	0.16086	6.2165
0.478	7.4596	0.16094	6.2137
0.479	7.459	0.16101	6.2108
0.48	7.4583	0.16108	6.208
0.481	7.4577	0.16115	6.2052
0.482	7.457	0.16123	6.2024
0.483	7.4564	0.1613	6.1997
0.484	7.4557	0.16137	6.1969
0.485	7.4551	0.16144	6.1942
0.486	7.4544	0.16151	6.1915
0.487	7.4538	0.16158	6.1888
0.488	7.4531	0.16165	6.1861
0.489	7.4525	0.16172	6.1834
0.49	7.4518	0.16179	6.1808
0.491	7.4511	0.16186	6.1782
0.492	7.4505	0.16193	6.1755
0.493	7.4498	0.162	6.173
0.494	7.4492	0.16206	6.1704
0.495	7.4485	0.16213	6.1678
0.496	7.4478	0.1622	6.1653
0.497	7.4472	0.16227	6.1627
0.498	7.4465	0.16233	6.1602
0.499	7.4458	0.1624	6.1578
0.5	7.4451	0.16246	6.1553
0.501	7.4445	0.16253	6.1528
0.502	7.4438	0.16259	6.1504
0.503	7.4431	0.16266	6.148
0.504	7.4424	0.16272	6.1456
0.505	7.4417	0.16278	6.1432
0.506	7.4411	0.16284	6.1408
0.507	7.4404	0.16291	6.1385
0.508	7.4397	0.16297	6.1362
0.509	7.439	0.16303	6.1339
0.51	7.4383	0.16309	6.1316
0.511	7.4376	0.16315	6.1293
0.512	7.4369	0.16321	6.1271
0.513	7.4362	0.16327	6.1248
0.514	7.4355	0.16333	6.1226
0.515	7.4348	0.16339	6.1204
0.516	7.4341	0.16344	6.1183
0.517	7.4334	0.1635	6.1161
0.518	7.4327	0.16356	6.114
0.519	7.432	0.16362	6.1119
0.52	7.4313	0.16367	6.1098
0.521	7.4306	0.16373	6.1077
0.522	7.4299	0.16378	6.1057
0.523	7.4292	0.16384	6.1036
0.524	7.4285	0.16389	6.1016
0.525	7.4278	0.16394	6.0996
0.526	7.4271	0.164	6.0977
0.527	7.4264	0.16405	6.0957
0.528	7.4256	0.1641	6.0938
0.529	7.4249	0.16415	6.0919
0.53	7.4242	0.1642	6.09
0.531	7.4235	0.16425	6.0881
0.532	7.4227	0.1643	6.0863
0.533	7.422	0.16435	6.0844
0.534	7.4213	0.1644	6.0826
0.535	7.4206	0.16445	6.0808
0.536	7.4198	0.1645	6.0791
0.537	7.4191	0.16455	6.0773
0.538	7.4184	0.16459	6.0756
0.539	7.4176	0.16464	6.0739
0.54	7.4169	0.16468	6.0722
0.541	7.4162	0.16473	6.0706
0.542	7.4154	0.16477	6.0689
0.543	7.4147	0.16482	6.0673
0.544	7.4139	0.16486	6.0657
0.545	7.4132	0.1649	6.0641
0.546	7.4124	0.16495	6.0626
0.547	7.4117	0.16499	6.061
0.548	7.4109	0.16503	6.0595
0.549	7.4102	0.16507	6.058
0.55	7.4094	0.16511	6.0565
0.551	7.4087	0.16515	6.0551
0.552	7.4079	0.16519	6.0537
0.553	7.4072	0.16523	6.0523
0.554	7.4064	0.16527	6.0509
0.555	7.4056	0.1653	6.0495
0.556	7.4049	0.16534	6.0482
0.557	7.4041	0.16538	6.0469
0.558	7.4033	0.16541	6.0456
0.559	7.4026	0.16545	6.0443
0.56	7.4018	0.16548	6.043
0.561	7.401	0.16551	6.0418
0.562	7.4002	0.16555	6.0406
0.563	7.3995	0.16558	6.0394
0.564	7.3987	0.16561	6.0382
0.565	7.3979	0.16564	6.0371
0.566	7.3971	0.16567	6.036
0.567	7.3964	0.1657	6.0349
0.568	7.3956	0.16573	6.0338
0.569	7.3948	0.16576	6.0327
0.57	7.394	0.16579	6.0317
0.571	7.3932	0.16582	6.0307
0.572	7.3924	0.16585	6.0297
0.573	7.3916	0.16587	6.0287
0.574	7.3908	0.1659	6.0278
0.575	7.39	0.16592	6.0268
0.576	7.3892	0.16595	6.0259
0.577	7.3884	0.16597	6.0251
0.578	7.3876	0.166	6.0242
0.579	7.3868	0.16602	6.0234
0.58	7.386	0.16604	6.0226
0.581	7.3852	0.16606	6.0218
0.582	7.3844	0.16609	6.021
0.583	7.3836	0.16611	6.0203
0.584	7.3828	0.16613	6.0195
0.585	7.382	0.16615	6.0188
0.586	7.3812	0.16616	6.0182
0.587	7.3804	0.16618	6.0175
0.588	7.3796	0.1662	6.0169
0.589	7.3787	0.16622	6.0163
0.59	7.3779	0.16623	6.0157
0.591	7.3771	0.16625	6.0151
0.592	7.3763	0.16626	6.0146
0.593	7.3754	0.16628	6.014
0.594	7.3746	0.16629	6.0135
0.595	7.3738	0.1663	6.0131
0.596	7.373	0.16632	6.0126
0.597	7.3721	0.16633	6.0122
0.598	7.3713	0.16634	6.0118
0.599	7.3705	0.16635	6.0114
0.6	7.3696	0.16636	6.011
0.601	7.3688	0.16637	6.0107
0.602	7.3679	0.16638	6.0104
0.603	7.3671	0.16639	6.0101
0.604	7.3663	0.16639	6.0098
0.605	7.3654	0.1664	6.0096
0.606	7.3646	0.16641	6.0093
0.607	7.3637	0.16641	6.0091
0.608	7.3629	0.16642	6.0089
0.609	7.362	0.16642	6.0088
0.61	7.3612	0.16643	6.0086
0.611	7.3603	0.16643	6.0085
0.612	7.3595	0.16643	6.0084
0.613	7.3586	0.16643	6.0084
0.614	7.3577	0.16644	6.0083
0.615	7.3569	0.16644	6.0083
0.616	7.356	0.16644	6.0083
0.617	7.3551	0.16644	6.0083
0.618	7.3543	0.16643	6.0084
0.619	7.3534	0.16643	6.0084
0.62	7.3525	0.16643	6.0085
0.621	7.3517	0.16643	6.0086
0.622	7.3508	0.16642	6.0088
0.623	7.3499	0.16642	6.0089
0.624	7.3491	0.16641	6.0091
0.625	7.3482	0.16641	6.0093
0.626	7.3473	0.1664	6.0095
0.627	7.3464	0.1664	6.0098
0.628	7.3455	0.16639	6.01
0.629	7.3446	0.16638	6.0103
0.63	7.3438	0.16637	6.0106
0.631	7.3429	0.16636	6.011
0.632	7.342	0.16635	6.0113
0.633	7.3411	0.16634	6.0117
0.634	7.3402	0.16633	6.0121
0.635	7.3393	0.16632	6.0125
0.636	7.3384	0.16631	6.013
0.637	7.3375	0.16629	6.0134
0.638	7.3366	0.16628	6.0139
0.639	7.3357	0.16627	6.0144
0.64	7.3348	0.16625	6.015
0.641	7.3339	0.16624	6.0155
0.642	7.333	0.16622	6.0161
0.643	7.3321	0.1662	6.0167
0.644	7.3312	0.16619	6.0173
0.645	7.3303	0.16617	6.018
0.646	7.3294	0.16615	6.0186
0.647	7.3285	0.16613	6.0193
0.648	7.3275	0.16611	6.02
0.649	7.3266	0.16609	6.0208
0.65	7.3257	0.16607	6.0215
0.651	7.3248	0.16605	6.0223
0.652	7.3239	0.16603	6.0231
0.653	7.323	0.166	6.0239
0.654	7.322	0.16598	6.0248
0.655	7.3211	0.16596	6.0256
0.656	7.3202	0.16593	6.0265
0.657	7.3192	0.16591	6.0274
0.658	7.3183	0.16588	6.0284
0.659	7.3174	0.16586	6.0293
0.66	7.3165	0.16583	6.0303
0.661	7.3155	0.1658	6.0313
0.662	7.3146	0.16577	6.0323
0.663	7.3136	0.16575	6.0333
0.664	7.3127	0.16572	6.0344
0.665	7.3118	0.16569	6.0355
0.666	7.3108	0.16566	6.0366
0.667	7.3099	0.16563	6.0377
0.668	7.3089	0.16559	6.0388
0.669	7.308	0.16556	6.04
0.67	7.307	0.16553	6.0412
0.671	7.3061	0.1655	6.0424
0.672	7.3051	0.16546	6.0436
0.673	7.3042	0.16543	6.0449
0.674	7.3032	0.16539	6.0462
0.675	7.3023	0.16536	6.0475
0.676	7.3013	0.16532	6.0488
0.677	7.3004	0.16529	6.0501
0.678	7.2994	0.16525	6.0515
0.679	7.2984	0.16521	6.0528
0.68	7.2975	0.16517	6.0542
0.681	7.2965	0.16513	6.0557
0.682	7.2955	0.1651	6.0571
0.683	7.2946	0.16506	6.0586
0.684	7.2936	0.16502	6.06
0.685	7.2926	0.16497	6.0615
0.686	7.2917	0.16493	6.0631
0.687	7.2907	0.16489	6.0646
0.688	7.2897	0.16485	6.0662
0.689	7.2887	0.16481	6.0678
0.69	7.2878	0.16476	6.0694
0.691	7.2868	0.16472	6.071
0.692	7.2858	0.16467	6.0726
0.693	7.2848	0.16463	6.0743
0.694	7.2838	0.16458	6.076
0.695	7.2828	0.16454	6.0777
0.696	7.2819	0.16449	6.0794
0.697	7.2809	0.16444	6.0812
0.698	7.2799	0.16439	6.0829
0.699	7.2789	0.16435	6.0847
0.7	7.2779	0.1643	6.0865
0.701	7.2769	0.16425	6.0884
0.702	7.2759	0.1642	6.0902
0.703	7.2749	0.16415	6.0921
0.704	7.2739	0.1641	6.094
0.705	7.2729	0.16404	6.0959
0.706	7.2719	0.16399	6.0978
0.707	7.2709	0.16394	6.0998
0.708	7.2699	0.16389	6.1017
0.709	7.2689	0.16383	6.1037
0.71	7.2679	0.16378	6.1057
0.711	7.2669	0.16373	6.1078
0.712	7.2659	0.16367	6.1098
0.713	7.2649	0.16362	6.1119
0.714	7.2639	0.16356	6.114
0.715	7.2629	0.1635	6.1161
0.716	7.2618	0.16345	6.1182
0.717	7.2608	0.16339	6.1203
0.718	7.2598	0.16333	6.1225
0.719	7.2588	0.16327	6.1247
0.72	7.2578	0.16321	6.1269
0.721	7.2568	0.16316	6.1291
0.722	7.2557	0.1631	6.1314
0.723	7.2547	0.16304	6.1336
0.724	7.2537	0.16298	6.1359
0.725	7.2527	0.16291	6.1382
0.726	7.2516	0.16285	6.1405
0.727	7.2506	0.16279	6.1429
0.728	7.2496	0.16273	6.1452
0.729	7.2485	0.16267	6.1476
0.73	7.2475	0.1626	6.15
0.731	7.2465	0.16254	6.1524
0.732	7.2454	0.16247	6.1548
0.733	7.2444	0.16241	6.1573
0.734	7.2434	0.16234	6.1597
0.735	7.2423	0.16228	6.1622
0.736	7.2413	0.16221	6.1647
0.737	7.2403	0.16215	6.1673
0.738	7.2392	0.16208	6.1698
0.739	7.2382	0.16201	6.1724
0.74	7.2371	0.16194	6.1749
