angle (rad)	r (microns)	Courbure (um^-1)	 Rayon de courbure (um)
0.12	7.9925	0.22502	4.444
0.121	7.9908	0.22496	4.4453
0.122	7.989	0.22489	4.4467
0.123	7.9873	0.22481	4.4481
0.124	7.9855	0.22474	4.4496
0.125	7.9837	0.22466	4.4511
0.126	7.982	0.22459	4.4526
0.127	7.9802	0.22451	4.4542
0.128	7.9784	0.22443	4.4558
0.129	7.9766	0.22434	4.4575
0.13	7.9748	0.22426	4.4592
0.131	7.973	0.22417	4.4609
0.132	7.9711	0.22408	4.4627
0.133	7.9693	0.22399	4.4645
0.134	7.9675	0.2239	4.4663
0.135	7.9657	0.2238	4.4682
0.136	7.9638	0.22371	4.4701
0.137	7.962	0.22361	4.4721
0.138	7.9601	0.22351	4.474
0.139	7.9582	0.22341	4.4761
0.14	7.9564	0.22331	4.4782
0.141	7.9545	0.2232	4.4803
0.142	7.9526	0.22309	4.4824
0.143	7.9507	0.22299	4.4846
0.144	7.9488	0.22287	4.4868
0.145	7.9469	0.22276	4.4891
0.146	7.945	0.22265	4.4914
0.147	7.9431	0.22253	4.4937
0.148	7.9411	0.22241	4.4961
0.149	7.9392	0.22229	4.4986
0.15	7.9373	0.22217	4.501
0.151	7.9353	0.22205	4.5035
0.152	7.9334	0.22192	4.5061
0.153	7.9314	0.2218	4.5087
0.154	7.9295	0.22167	4.5113
0.155	7.9275	0.22154	4.514
0.156	7.9255	0.2214	4.5167
0.157	7.9236	0.22127	4.5194
0.158	7.9216	0.22113	4.5222
0.159	7.9196	0.22099	4.525
0.16	7.9176	0.22085	4.5279
0.161	7.9156	0.22071	4.5308
0.162	7.9136	0.22057	4.5338
0.163	7.9115	0.22042	4.5368
0.164	7.9095	0.22027	4.5398
0.165	7.9075	0.22012	4.5429
0.166	7.9054	0.21997	4.546
0.167	7.9034	0.21982	4.5492
0.168	7.9014	0.21966	4.5524
0.169	7.8993	0.21951	4.5556
0.17	7.8972	0.21935	4.5589
0.171	7.8952	0.21919	4.5623
0.172	7.8931	0.21903	4.5656
0.173	7.891	0.21886	4.5691
0.174	7.8889	0.2187	4.5725
0.175	7.8868	0.21853	4.576
0.176	7.8847	0.21836	4.5796
0.177	7.8826	0.21819	4.5832
0.178	7.8805	0.21802	4.5868
0.179	7.8784	0.21784	4.5905
0.18	7.8763	0.21767	4.5942
0.181	7.8742	0.21749	4.598
0.182	7.872	0.21731	4.6018
0.183	7.8699	0.21713	4.6056
0.184	7.8677	0.21694	4.6095
0.185	7.8656	0.21676	4.6135
0.186	7.8634	0.21657	4.6174
0.187	7.8613	0.21638	4.6215
0.188	7.8591	0.21619	4.6255
0.189	7.8569	0.216	4.6297
0.19	7.8547	0.2158	4.6338
0.191	7.8525	0.21561	4.638
0.192	7.8504	0.21541	4.6423
0.193	7.8482	0.21521	4.6466
0.194	7.8459	0.21501	4.6509
0.195	7.8437	0.21481	4.6553
0.196	7.8415	0.2146	4.6597
0.197	7.8393	0.2144	4.6642
0.198	7.8371	0.21419	4.6687
0.199	7.8348	0.21398	4.6733
0.2	7.8326	0.21377	4.6779
0.201	7.8304	0.21356	4.6826
0.202	7.8281	0.21334	4.6873
0.203	7.8259	0.21313	4.692
0.204	7.8236	0.21291	4.6968
0.205	7.8213	0.21269	4.7016
0.206	7.8191	0.21247	4.7065
0.207	7.8168	0.21225	4.7114
0.208	7.8145	0.21203	4.7164
0.209	7.8122	0.2118	4.7214
0.21	7.8099	0.21157	4.7265
0.211	7.8076	0.21134	4.7316
0.212	7.8053	0.21111	4.7368
0.213	7.803	0.21088	4.742
0.214	7.8007	0.21065	4.7473
0.215	7.7984	0.21041	4.7526
0.216	7.796	0.21018	4.7579
0.217	7.7937	0.20994	4.7633
0.218	7.7914	0.2097	4.7687
0.219	7.789	0.20946	4.7742
0.22	7.7867	0.20922	4.7798
0.221	7.7843	0.20897	4.7853
0.222	7.782	0.20873	4.791
0.223	7.7796	0.20848	4.7966
0.224	7.7772	0.20823	4.8024
0.225	7.7748	0.20798	4.8081
0.226	7.7725	0.20773	4.814
0.227	7.7701	0.20748	4.8198
0.228	7.7677	0.20722	4.8257
0.229	7.7653	0.20697	4.8317
0.23	7.7629	0.20671	4.8377
0.231	7.7605	0.20645	4.8438
0.232	7.7581	0.20619	4.8499
0.233	7.7557	0.20593	4.856
0.234	7.7533	0.20567	4.8622
0.235	7.7508	0.2054	4.8684
0.236	7.7484	0.20514	4.8747
0.237	7.746	0.20487	4.8811
0.238	7.7435	0.2046	4.8875
0.239	7.7411	0.20434	4.8939
0.24	7.7386	0.20407	4.9004
0.241	7.7362	0.20379	4.9069
0.242	7.7337	0.20352	4.9135
0.243	7.7313	0.20325	4.9201
0.244	7.7288	0.20297	4.9268
0.245	7.7263	0.20269	4.9335
0.246	7.7238	0.20242	4.9403
0.247	7.7214	0.20214	4.9471
0.248	7.7189	0.20186	4.954
0.249	7.7164	0.20158	4.9609
0.25	7.7139	0.20129	4.9679
0.251	7.7114	0.20101	4.9749
0.252	7.7089	0.20072	4.982
0.253	7.7064	0.20044	4.9891
0.254	7.7039	0.20015	4.9962
0.255	7.7013	0.19986	5.0034
0.256	7.6988	0.19957	5.0107
0.257	7.6963	0.19928	5.018
0.258	7.6938	0.19899	5.0254
0.259	7.6912	0.1987	5.0328
0.26	7.6887	0.1984	5.0402
0.261	7.6861	0.19811	5.0477
0.262	7.6836	0.19781	5.0553
0.263	7.681	0.19752	5.0628
0.264	7.6785	0.19722	5.0705
0.265	7.6759	0.19692	5.0782
0.266	7.6733	0.19662	5.0859
0.267	7.6708	0.19632	5.0937
0.268	7.6682	0.19602	5.1016
0.269	7.6656	0.19572	5.1094
0.27	7.663	0.19541	5.1174
0.271	7.6604	0.19511	5.1254
0.272	7.6579	0.1948	5.1334
0.273	7.6553	0.1945	5.1415
0.274	7.6527	0.19419	5.1496
0.275	7.6501	0.19388	5.1578
0.276	7.6475	0.19357	5.166
0.277	7.6448	0.19326	5.1743
0.278	7.6422	0.19295	5.1826
0.279	7.6396	0.19264	5.191
0.28	7.637	0.19233	5.1994
0.281	7.6344	0.19202	5.2079
0.282	7.6317	0.1917	5.2164
0.283	7.6291	0.19139	5.225
0.284	7.6265	0.19107	5.2336
0.285	7.6238	0.19076	5.2423
0.286	7.6212	0.19044	5.251
0.287	7.6185	0.19012	5.2597
0.288	7.6159	0.18981	5.2685
0.289	7.6132	0.18949	5.2774
0.29	7.6106	0.18917	5.2863
0.291	7.6079	0.18885	5.2953
0.292	7.6052	0.18853	5.3043
0.293	7.6026	0.18821	5.3133
0.294	7.5999	0.18788	5.3224
0.295	7.5972	0.18756	5.3316
0.296	7.5945	0.18724	5.3408
0.297	7.5918	0.18692	5.35
0.298	7.5891	0.18659	5.3593
0.299	7.5865	0.18627	5.3686
0.3	7.5838	0.18594	5.378
0.301	7.5811	0.18562	5.3875
0.302	7.5784	0.18529	5.3969
0.303	7.5757	0.18496	5.4065
0.304	7.573	0.18464	5.416
0.305	7.5702	0.18431	5.4257
0.306	7.5675	0.18398	5.4354
0.307	7.5648	0.18365	5.4451
0.308	7.5621	0.18332	5.4548
0.309	7.5594	0.18299	5.4647
0.31	7.5566	0.18266	5.4745
0.311	7.5539	0.18233	5.4844
0.312	7.5512	0.182	5.4944
0.313	7.5485	0.18167	5.5044
0.314	7.5457	0.18134	5.5145
0.315	7.543	0.18101	5.5246
0.316	7.5402	0.18068	5.5347
0.317	7.5375	0.18035	5.5449
0.318	7.5347	0.18001	5.5551
0.319	7.532	0.17968	5.5654
0.32	7.5292	0.17935	5.5758
0.321	7.5265	0.17901	5.5862
0.322	7.5237	0.17868	5.5966
0.323	7.521	0.17835	5.6071
0.324	7.5182	0.17801	5.6176
0.325	7.5154	0.17768	5.6281
0.326	7.5127	0.17734	5.6388
0.327	7.5099	0.17701	5.6494
0.328	7.5071	0.17667	5.6601
0.329	7.5043	0.17634	5.6709
0.33	7.5015	0.176	5.6817
0.331	7.4988	0.17567	5.6925
0.332	7.496	0.17533	5.7034
0.333	7.4932	0.175	5.7144
0.334	7.4904	0.17466	5.7253
0.335	7.4876	0.17433	5.7364
0.336	7.4848	0.17399	5.7474
0.337	7.482	0.17365	5.7586
0.338	7.4792	0.17332	5.7697
0.339	7.4764	0.17298	5.7809
0.34	7.4736	0.17265	5.7922
0.341	7.4708	0.17231	5.8035
0.342	7.468	0.17197	5.8148
0.343	7.4652	0.17164	5.8262
0.344	7.4624	0.1713	5.8377
0.345	7.4596	0.17097	5.8491
0.346	7.4567	0.17063	5.8607
0.347	7.4539	0.17029	5.8722
0.348	7.4511	0.16996	5.8838
0.349	7.4483	0.16962	5.8955
0.35	7.4455	0.16928	5.9072
0.351	7.4426	0.16895	5.9189
0.352	7.4398	0.16861	5.9307
0.353	7.437	0.16828	5.9426
0.354	7.4341	0.16794	5.9544
0.355	7.4313	0.16761	5.9664
0.356	7.4285	0.16727	5.9783
0.357	7.4256	0.16694	5.9903
0.358	7.4228	0.1666	6.0024
0.359	7.42	0.16627	6.0145
0.36	7.4171	0.16593	6.0266
0.361	7.4143	0.1656	6.0388
0.362	7.4114	0.16526	6.051
0.363	7.4086	0.16493	6.0633
0.364	7.4057	0.16459	6.0756
0.365	7.4029	0.16426	6.0879
0.366	7.4	0.16393	6.1003
0.367	7.3972	0.16359	6.1127
0.368	7.3943	0.16326	6.1252
0.369	7.3915	0.16293	6.1377
0.37	7.3886	0.16259	6.1503
0.371	7.3858	0.16226	6.1629
0.372	7.3829	0.16193	6.1755
0.373	7.38	0.1616	6.1882
0.374	7.3772	0.16127	6.2009
0.375	7.3743	0.16094	6.2137
0.376	7.3714	0.1606	6.2265
0.377	7.3686	0.16027	6.2393
0.378	7.3657	0.15994	6.2522
0.379	7.3628	0.15961	6.2651
0.38	7.36	0.15928	6.2781
0.381	7.3571	0.15895	6.2911
0.382	7.3542	0.15863	6.3042
0.383	7.3514	0.1583	6.3172
0.384	7.3485	0.15797	6.3304
0.385	7.3456	0.15764	6.3435
0.386	7.3427	0.15731	6.3567
0.387	7.3399	0.15699	6.37
0.388	7.337	0.15666	6.3833
0.389	7.3341	0.15633	6.3966
0.39	7.3312	0.15601	6.4099
0.391	7.3284	0.15568	6.4233
0.392	7.3255	0.15536	6.4368
0.393	7.3226	0.15503	6.4502
0.394	7.3197	0.15471	6.4637
0.395	7.3168	0.15439	6.4773
0.396	7.3139	0.15406	6.4909
0.397	7.3111	0.15374	6.5045
0.398	7.3082	0.15342	6.5182
0.399	7.3053	0.1531	6.5319
0.4	7.3024	0.15277	6.5456
0.401	7.2995	0.15245	6.5594
0.402	7.2966	0.15213	6.5732
0.403	7.2938	0.15181	6.587
0.404	7.2909	0.15149	6.6009
0.405	7.288	0.15118	6.6148
0.406	7.2851	0.15086	6.6288
0.407	7.2822	0.15054	6.6428
0.408	7.2793	0.15022	6.6568
0.409	7.2764	0.14991	6.6709
0.41	7.2735	0.14959	6.685
0.411	7.2706	0.14927	6.6991
0.412	7.2678	0.14896	6.7133
0.413	7.2649	0.14864	6.7275
0.414	7.262	0.14833	6.7417
0.415	7.2591	0.14802	6.756
0.416	7.2562	0.1477	6.7703
0.417	7.2533	0.14739	6.7846
0.418	7.2504	0.14708	6.799
0.419	7.2475	0.14677	6.8134
0.42	7.2446	0.14646	6.8279
0.421	7.2417	0.14615	6.8424
0.422	7.2388	0.14584	6.8569
0.423	7.2359	0.14553	6.8714
0.424	7.2331	0.14522	6.886
0.425	7.2302	0.14492	6.9006
0.426	7.2273	0.14461	6.9152
0.427	7.2244	0.1443	6.9299
0.428	7.2215	0.144	6.9446
0.429	7.2186	0.14369	6.9594
0.43	7.2157	0.14339	6.9741
0.431	7.2128	0.14308	6.9889
0.432	7.2099	0.14278	7.0038
0.433	7.207	0.14248	7.0186
0.434	7.2041	0.14218	7.0335
0.435	7.2013	0.14188	7.0484
0.436	7.1984	0.14157	7.0634
0.437	7.1955	0.14128	7.0784
0.438	7.1926	0.14098	7.0934
0.439	7.1897	0.14068	7.1085
0.44	7.1868	0.14038	7.1235
0.441	7.1839	0.14008	7.1386
0.442	7.181	0.13979	7.1538
0.443	7.1782	0.13949	7.169
0.444	7.1753	0.1392	7.1841
0.445	7.1724	0.1389	7.1994
0.446	7.1695	0.13861	7.2146
0.447	7.1666	0.13831	7.2299
0.448	7.1637	0.13802	7.2452
0.449	7.1609	0.13773	7.2606
0.45	7.158	0.13744	7.2759
0.451	7.1551	0.13715	7.2913
0.452	7.1522	0.13686	7.3068
0.453	7.1493	0.13657	7.3222
0.454	7.1464	0.13628	7.3377
0.455	7.1436	0.136	7.3532
0.456	7.1407	0.13571	7.3687
0.457	7.1378	0.13542	7.3843
0.458	7.1349	0.13514	7.3999
0.459	7.1321	0.13485	7.4155
0.46	7.1292	0.13457	7.4311
0.461	7.1263	0.13429	7.4468
0.462	7.1234	0.134	7.4625
0.463	7.1206	0.13372	7.4782
0.464	7.1177	0.13344	7.4939
0.465	7.1148	0.13316	7.5097
0.466	7.112	0.13288	7.5255
0.467	7.1091	0.1326	7.5413
0.468	7.1062	0.13232	7.5572
0.469	7.1034	0.13205	7.573
0.47	7.1005	0.13177	7.5889
0.471	7.0976	0.1315	7.6048
0.472	7.0948	0.13122	7.6208
0.473	7.0919	0.13095	7.6367
0.474	7.089	0.13067	7.6527
0.475	7.0862	0.1304	7.6687
0.476	7.0833	0.13013	7.6848
0.477	7.0805	0.12986	7.7008
0.478	7.0776	0.12959	7.7169
0.479	7.0748	0.12932	7.733
0.48	7.0719	0.12905	7.7491
0.481	7.069	0.12878	7.7653
0.482	7.0662	0.12851	7.7814
0.483	7.0633	0.12824	7.7976
0.484	7.0605	0.12798	7.8138
0.485	7.0577	0.12771	7.8301
0.486	7.0548	0.12745	7.8463
0.487	7.052	0.12718	7.8626
0.488	7.0491	0.12692	7.8789
0.489	7.0463	0.12666	7.8952
0.49	7.0434	0.1264	7.9115
0.491	7.0406	0.12614	7.9279
0.492	7.0378	0.12588	7.9443
0.493	7.0349	0.12562	7.9607
0.494	7.0321	0.12536	7.9771
0.495	7.0293	0.1251	7.9935
0.496	7.0264	0.12484	8.01
0.497	7.0236	0.12459	8.0265
0.498	7.0208	0.12433	8.0429
0.499	7.018	0.12408	8.0595
0.5	7.0151	0.12382	8.076
0.501	7.0123	0.12357	8.0925
0.502	7.0095	0.12332	8.1091
0.503	7.0067	0.12307	8.1257
0.504	7.0038	0.12282	8.1423
0.505	7.001	0.12257	8.1589
0.506	6.9982	0.12232	8.1755
0.507	6.9954	0.12207	8.1922
0.508	6.9926	0.12182	8.2088
0.509	6.9898	0.12157	8.2255
0.51	6.987	0.12133	8.2422
0.511	6.9842	0.12108	8.259
0.512	6.9814	0.12084	8.2757
0.513	6.9786	0.12059	8.2924
0.514	6.9758	0.12035	8.3092
0.515	6.973	0.12011	8.326
0.516	6.9702	0.11986	8.3428
0.517	6.9674	0.11962	8.3596
0.518	6.9646	0.11938	8.3764
0.519	6.9618	0.11914	8.3933
0.52	6.959	0.1189	8.4101
0.521	6.9562	0.11867	8.427
0.522	6.9534	0.11843	8.4439
0.523	6.9507	0.11819	8.4608
0.524	6.9479	0.11796	8.4777
0.525	6.9451	0.11772	8.4946
0.526	6.9423	0.11749	8.5115
0.527	6.9396	0.11725	8.5285
0.528	6.9368	0.11702	8.5455
0.529	6.934	0.11679	8.5624
0.53	6.9312	0.11656	8.5794
0.531	6.9285	0.11633	8.5964
0.532	6.9257	0.1161	8.6135
0.533	6.923	0.11587	8.6305
0.534	6.9202	0.11564	8.6475
0.535	6.9174	0.11541	8.6646
0.536	6.9147	0.11519	8.6816
0.537	6.9119	0.11496	8.6987
0.538	6.9092	0.11473	8.7158
0.539	6.9064	0.11451	8.7329
0.54	6.9037	0.11429	8.75
0.541	6.901	0.11406	8.7671
0.542	6.8982	0.11384	8.7842
0.543	6.8955	0.11362	8.8014
0.544	6.8927	0.1134	8.8185
0.545	6.89	0.11318	8.8357
0.546	6.8873	0.11296	8.8529
0.547	6.8845	0.11274	8.87
0.548	6.8818	0.11252	8.8872
0.549	6.8791	0.1123	8.9044
0.55	6.8764	0.11209	8.9216
0.551	6.8737	0.11187	8.9388
0.552	6.8709	0.11166	8.9561
0.553	6.8682	0.11144	8.9733
0.554	6.8655	0.11123	8.9905
0.555	6.8628	0.11102	9.0078
0.556	6.8601	0.1108	9.025
0.557	6.8574	0.11059	9.0423
0.558	6.8547	0.11038	9.0596
0.559	6.852	0.11017	9.0768
0.56	6.8493	0.10996	9.0941
0.561	6.8466	0.10975	9.1114
0.562	6.8439	0.10954	9.1287
0.563	6.8412	0.10934	9.146
0.564	6.8385	0.10913	9.1633
0.565	6.8359	0.10892	9.1806
0.566	6.8332	0.10872	9.198
0.567	6.8305	0.10852	9.2153
0.568	6.8278	0.10831	9.2326
0.569	6.8251	0.10811	9.25
0.57	6.8225	0.10791	9.2673
0.571	6.8198	0.1077	9.2847
0.572	6.8171	0.1075	9.302
0.573	6.8145	0.1073	9.3194
0.574	6.8118	0.1071	9.3367
0.575	6.8092	0.1069	9.3541
0.576	6.8065	0.10671	9.3715
0.577	6.8039	0.10651	9.3889
0.578	6.8012	0.10631	9.4063
0.579	6.7986	0.10612	9.4236
0.58	6.7959	0.10592	9.441
0.581	6.7933	0.10573	9.4584
0.582	6.7907	0.10553	9.4758
0.583	6.788	0.10534	9.4932
0.584	6.7854	0.10515	9.5106
0.585	6.7828	0.10495	9.528
0.586	6.7801	0.10476	9.5454
0.587	6.7775	0.10457	9.5629
0.588	6.7749	0.10438	9.5803
0.589	6.7723	0.10419	9.5977
0.59	6.7697	0.104	9.6151
0.591	6.767	0.10381	9.6325
0.592	6.7644	0.10363	9.6499
0.593	6.7618	0.10344	9.6674
0.594	6.7592	0.10325	9.6848
0.595	6.7566	0.10307	9.7022
0.596	6.754	0.10288	9.7196
0.597	6.7514	0.1027	9.7371
0.598	6.7488	0.10252	9.7545
0.599	6.7463	0.10233	9.7719
0.6	6.7437	0.10215	9.7894
0.601	6.7411	0.10197	9.8068
0.602	6.7385	0.10179	9.8242
0.603	6.7359	0.10161	9.8417
0.604	6.7334	0.10143	9.8591
0.605	6.7308	0.10125	9.8765
0.606	6.7282	0.10107	9.8939
0.607	6.7257	0.10089	9.9114
0.608	6.7231	0.10072	9.9288
0.609	6.7206	0.10054	9.9462
0.61	6.718	0.10036	9.9637
0.611	6.7154	0.10019	9.9811
0.612	6.7129	0.10001	9.9985
0.613	6.7104	0.099841	10.016
0.614	6.7078	0.099668	10.033
0.615	6.7053	0.099495	10.051
0.616	6.7027	0.099323	10.068
0.617	6.7002	0.099151	10.086
0.618	6.6977	0.09898	10.103
0.619	6.6952	0.09881	10.12
0.62	6.6926	0.098641	10.138
0.621	6.6901	0.098471	10.155
0.622	6.6876	0.098303	10.173
0.623	6.6851	0.098135	10.19
0.624	6.6826	0.097968	10.207
0.625	6.6801	0.097801	10.225
0.626	6.6776	0.097635	10.242
0.627	6.6751	0.09747	10.26
0.628	6.6726	0.097305	10.277
0.629	6.6701	0.097141	10.294
0.63	6.6676	0.096977	10.312
0.631	6.6651	0.096814	10.329
0.632	6.6626	0.096652	10.346
0.633	6.6601	0.09649	10.364
0.634	6.6577	0.096328	10.381
0.635	6.6552	0.096168	10.399
0.636	6.6527	0.096007	10.416
0.637	6.6503	0.095848	10.433
0.638	6.6478	0.095689	10.451
0.639	6.6453	0.09553	10.468
0.64	6.6429	0.095373	10.485
0.641	6.6404	0.095215	10.503
0.642	6.638	0.095059	10.52
0.643	6.6355	0.094903	10.537
0.644	6.6331	0.094747	10.554
0.645	6.6306	0.094592	10.572
0.646	6.6282	0.094437	10.589
0.647	6.6258	0.094284	10.606
0.648	6.6233	0.09413	10.624
0.649	6.6209	0.093978	10.641
0.65	6.6185	0.093825	10.658
0.651	6.6161	0.093674	10.675
0.652	6.6137	0.093523	10.693
0.653	6.6112	0.093372	10.71
0.654	6.6088	0.093222	10.727
0.655	6.6064	0.093072	10.744
0.656	6.604	0.092924	10.762
0.657	6.6016	0.092775	10.779
0.658	6.5992	0.092627	10.796
0.659	6.5968	0.09248	10.813
0.66	6.5944	0.092333	10.83
0.661	6.5921	0.092187	10.848
0.662	6.5897	0.092041	10.865
0.663	6.5873	0.091896	10.882
0.664	6.5849	0.091752	10.899
0.665	6.5826	0.091607	10.916
0.666	6.5802	0.091464	10.933
0.667	6.5778	0.091321	10.95
0.668	6.5755	0.091178	10.968
0.669	6.5731	0.091036	10.985
0.67	6.5708	0.090895	11.002
0.671	6.5684	0.090754	11.019
0.672	6.5661	0.090613	11.036
0.673	6.5637	0.090473	11.053
0.674	6.5614	0.090334	11.07
0.675	6.559	0.090195	11.087
0.676	6.5567	0.090057	11.104
0.677	6.5544	0.089919	11.121
0.678	6.5521	0.089781	11.138
0.679	6.5497	0.089644	11.155
0.68	6.5474	0.089508	11.172
0.681	6.5451	0.089372	11.189
0.682	6.5428	0.089237	11.206
0.683	6.5405	0.089102	11.223
0.684	6.5382	0.088967	11.24
0.685	6.5359	0.088833	11.257
0.686	6.5336	0.0887	11.274
0.687	6.5313	0.088567	11.291
0.688	6.529	0.088434	11.308
0.689	6.5267	0.088302	11.325
0.69	6.5244	0.088171	11.342
0.691	6.5222	0.08804	11.358
0.692	6.5199	0.087909	11.375
0.693	6.5176	0.087779	11.392
0.694	6.5154	0.08765	11.409
0.695	6.5131	0.087521	11.426
0.696	6.5108	0.087392	11.443
0.697	6.5086	0.087264	11.459
0.698	6.5063	0.087136	11.476
0.699	6.5041	0.087009	11.493
0.7	6.5018	0.086882	11.51
0.701	6.4996	0.086756	11.527
0.702	6.4974	0.08663	11.543
0.703	6.4951	0.086505	11.56
0.704	6.4929	0.08638	11.577
0.705	6.4907	0.086255	11.593
0.706	6.4885	0.086131	11.61
0.707	6.4862	0.086008	11.627
0.708	6.484	0.085885	11.643
0.709	6.4818	0.085762	11.66
0.71	6.4796	0.08564	11.677
0.711	6.4774	0.085518	11.693
0.712	6.4752	0.085397	11.71
0.713	6.473	0.085276	11.727
0.714	6.4708	0.085156	11.743
0.715	6.4686	0.085036	11.76
0.716	6.4664	0.084916	11.776
0.717	6.4643	0.084797	11.793
0.718	6.4621	0.084679	11.809
0.719	6.4599	0.084561	11.826
0.72	6.4577	0.084443	11.842
0.721	6.4556	0.084326	11.859
0.722	6.4534	0.084209	11.875
0.723	6.4512	0.084092	11.892
0.724	6.4491	0.083976	11.908
0.725	6.4469	0.083861	11.925
0.726	6.4448	0.083745	11.941
0.727	6.4427	0.083631	11.957
0.728	6.4405	0.083516	11.974
0.729	6.4384	0.083402	11.99
0.73	6.4362	0.083289	12.006
0.731	6.4341	0.083176	12.023
0.732	6.432	0.083063	12.039
0.733	6.4299	0.082951	12.055
0.734	6.4278	0.082839	12.072
0.735	6.4256	0.082728	12.088
0.736	6.4235	0.082617	12.104
0.737	6.4214	0.082506	12.12
0.738	6.4193	0.082396	12.136
0.739	6.4172	0.082286	12.153
0.74	6.4151	0.082177	12.169
0.741	6.4131	0.082068	12.185
0.742	6.411	0.081959	12.201
0.743	6.4089	0.081851	12.217
0.744	6.4068	0.081744	12.233
0.745	6.4047	0.081636	12.249
0.746	6.4027	0.081529	12.266
