angle (rad)	r (microns)	Courbure (um^-1)	 Rayon de courbure (um)
0.204	7.3781	0.14521	6.8865
0.205	7.3777	0.14523	6.8858
0.206	7.3773	0.14524	6.885
0.207	7.3769	0.14526	6.8843
0.208	7.3765	0.14527	6.8836
0.209	7.3761	0.14529	6.8828
0.21	7.3757	0.1453	6.8821
0.211	7.3753	0.14532	6.8813
0.212	7.3749	0.14534	6.8806
0.213	7.3745	0.14535	6.8798
0.214	7.3741	0.14537	6.879
0.215	7.3737	0.14539	6.8782
0.216	7.3734	0.1454	6.8775
0.217	7.373	0.14542	6.8767
0.218	7.3726	0.14544	6.8759
0.219	7.3722	0.14545	6.8751
0.22	7.3718	0.14547	6.8742
0.221	7.3714	0.14549	6.8734
0.222	7.371	0.14551	6.8726
0.223	7.3706	0.14552	6.8718
0.224	7.3702	0.14554	6.8709
0.225	7.3698	0.14556	6.8701
0.226	7.3694	0.14558	6.8693
0.227	7.369	0.14559	6.8684
0.228	7.3686	0.14561	6.8676
0.229	7.3682	0.14563	6.8667
0.23	7.3677	0.14565	6.8659
0.231	7.3673	0.14567	6.865
0.232	7.3669	0.14569	6.8641
0.233	7.3665	0.1457	6.8632
0.234	7.3661	0.14572	6.8624
0.235	7.3657	0.14574	6.8615
0.236	7.3653	0.14576	6.8606
0.237	7.3649	0.14578	6.8597
0.238	7.3645	0.1458	6.8588
0.239	7.3641	0.14582	6.8579
0.24	7.3637	0.14584	6.857
0.241	7.3633	0.14586	6.8561
0.242	7.3629	0.14587	6.8552
0.243	7.3625	0.14589	6.8543
0.244	7.362	0.14591	6.8534
0.245	7.3616	0.14593	6.8525
0.246	7.3612	0.14595	6.8515
0.247	7.3608	0.14597	6.8506
0.248	7.3604	0.14599	6.8497
0.249	7.36	0.14601	6.8488
0.25	7.3596	0.14603	6.8478
0.251	7.3592	0.14605	6.8469
0.252	7.3587	0.14607	6.846
0.253	7.3583	0.14609	6.845
0.254	7.3579	0.14611	6.8441
0.255	7.3575	0.14613	6.8431
0.256	7.3571	0.14615	6.8422
0.257	7.3567	0.14617	6.8412
0.258	7.3562	0.14619	6.8403
0.259	7.3558	0.14621	6.8393
0.26	7.3554	0.14623	6.8384
0.261	7.355	0.14625	6.8374
0.262	7.3546	0.14627	6.8365
0.263	7.3541	0.14629	6.8355
0.264	7.3537	0.14631	6.8346
0.265	7.3533	0.14634	6.8336
0.266	7.3529	0.14636	6.8327
0.267	7.3524	0.14638	6.8317
0.268	7.352	0.1464	6.8307
0.269	7.3516	0.14642	6.8298
0.27	7.3512	0.14644	6.8288
0.271	7.3507	0.14646	6.8279
0.272	7.3503	0.14648	6.8269
0.273	7.3499	0.1465	6.8259
0.274	7.3495	0.14652	6.825
0.275	7.349	0.14654	6.824
0.276	7.3486	0.14656	6.8231
0.277	7.3482	0.14658	6.8221
0.278	7.3477	0.1466	6.8211
0.279	7.3473	0.14662	6.8202
0.28	7.3469	0.14664	6.8192
0.281	7.3465	0.14666	6.8183
0.282	7.346	0.14669	6.8173
0.283	7.3456	0.14671	6.8164
0.284	7.3452	0.14673	6.8154
0.285	7.3447	0.14675	6.8144
0.286	7.3443	0.14677	6.8135
0.287	7.3439	0.14679	6.8125
0.288	7.3434	0.14681	6.8116
0.289	7.343	0.14683	6.8106
0.29	7.3425	0.14685	6.8097
0.291	7.3421	0.14687	6.8087
0.292	7.3417	0.14689	6.8078
0.293	7.3412	0.14691	6.8069
0.294	7.3408	0.14693	6.8059
0.295	7.3404	0.14695	6.805
0.296	7.3399	0.14697	6.804
0.297	7.3395	0.14699	6.8031
0.298	7.339	0.14701	6.8022
0.299	7.3386	0.14703	6.8012
0.3	7.3382	0.14705	6.8003
0.301	7.3377	0.14707	6.7994
0.302	7.3373	0.14709	6.7985
0.303	7.3368	0.14711	6.7975
0.304	7.3364	0.14713	6.7966
0.305	7.3359	0.14715	6.7957
0.306	7.3355	0.14717	6.7948
0.307	7.335	0.14719	6.7939
0.308	7.3346	0.14721	6.793
0.309	7.3341	0.14723	6.7921
0.31	7.3337	0.14725	6.7912
0.311	7.3333	0.14727	6.7903
0.312	7.3328	0.14729	6.7894
0.313	7.3324	0.14731	6.7885
0.314	7.3319	0.14733	6.7876
0.315	7.3315	0.14735	6.7867
0.316	7.331	0.14737	6.7859
0.317	7.3305	0.14738	6.785
0.318	7.3301	0.1474	6.7841
0.319	7.3296	0.14742	6.7832
0.32	7.3292	0.14744	6.7824
0.321	7.3287	0.14746	6.7815
0.322	7.3283	0.14748	6.7807
0.323	7.3278	0.1475	6.7798
0.324	7.3274	0.14751	6.779
0.325	7.3269	0.14753	6.7781
0.326	7.3265	0.14755	6.7773
0.327	7.326	0.14757	6.7765
0.328	7.3255	0.14759	6.7756
0.329	7.3251	0.14761	6.7748
0.33	7.3246	0.14762	6.774
0.331	7.3242	0.14764	6.7732
0.332	7.3237	0.14766	6.7724
0.333	7.3232	0.14768	6.7716
0.334	7.3228	0.14769	6.7708
0.335	7.3223	0.14771	6.77
0.336	7.3219	0.14773	6.7692
0.337	7.3214	0.14774	6.7684
0.338	7.3209	0.14776	6.7677
0.339	7.3205	0.14778	6.7669
0.34	7.32	0.1478	6.7661
0.341	7.3195	0.14781	6.7654
0.342	7.3191	0.14783	6.7646
0.343	7.3186	0.14784	6.7639
0.344	7.3181	0.14786	6.7631
0.345	7.3177	0.14788	6.7624
0.346	7.3172	0.14789	6.7617
0.347	7.3167	0.14791	6.7609
0.348	7.3163	0.14792	6.7602
0.349	7.3158	0.14794	6.7595
0.35	7.3153	0.14796	6.7588
0.351	7.3148	0.14797	6.7581
0.352	7.3144	0.14799	6.7574
0.353	7.3139	0.148	6.7567
0.354	7.3134	0.14802	6.756
0.355	7.3129	0.14803	6.7554
0.356	7.3125	0.14804	6.7547
0.357	7.312	0.14806	6.7541
0.358	7.3115	0.14807	6.7534
0.359	7.311	0.14809	6.7528
0.36	7.3106	0.1481	6.7521
0.361	7.3101	0.14812	6.7515
0.362	7.3096	0.14813	6.7509
0.363	7.3091	0.14814	6.7502
0.364	7.3087	0.14816	6.7496
0.365	7.3082	0.14817	6.749
0.366	7.3077	0.14818	6.7484
0.367	7.3072	0.1482	6.7478
0.368	7.3067	0.14821	6.7473
0.369	7.3062	0.14822	6.7467
0.37	7.3058	0.14823	6.7461
0.371	7.3053	0.14825	6.7456
0.372	7.3048	0.14826	6.745
0.373	7.3043	0.14827	6.7445
0.374	7.3038	0.14828	6.7439
0.375	7.3033	0.14829	6.7434
0.376	7.3029	0.1483	6.7429
0.377	7.3024	0.14832	6.7424
0.378	7.3019	0.14833	6.7418
0.379	7.3014	0.14834	6.7413
0.38	7.3009	0.14835	6.7409
0.381	7.3004	0.14836	6.7404
0.382	7.2999	0.14837	6.7399
0.383	7.2994	0.14838	6.7394
0.384	7.2989	0.14839	6.739
0.385	7.2984	0.1484	6.7385
0.386	7.298	0.14841	6.7381
0.387	7.2975	0.14842	6.7376
0.388	7.297	0.14843	6.7372
0.389	7.2965	0.14844	6.7368
0.39	7.296	0.14845	6.7364
0.391	7.2955	0.14846	6.736
0.392	7.295	0.14847	6.7356
0.393	7.2945	0.14847	6.7352
0.394	7.294	0.14848	6.7348
0.395	7.2935	0.14849	6.7344
0.396	7.293	0.1485	6.7341
0.397	7.2925	0.14851	6.7337
0.398	7.292	0.14851	6.7334
0.399	7.2915	0.14852	6.733
0.4	7.291	0.14853	6.7327
0.401	7.2905	0.14854	6.7324
0.402	7.29	0.14854	6.7321
0.403	7.2895	0.14855	6.7318
0.404	7.289	0.14856	6.7315
0.405	7.2885	0.14856	6.7312
0.406	7.288	0.14857	6.7309
0.407	7.2875	0.14857	6.7307
0.408	7.287	0.14858	6.7304
0.409	7.2865	0.14859	6.7301
0.41	7.286	0.14859	6.7299
0.411	7.2855	0.1486	6.7297
0.412	7.2849	0.1486	6.7294
0.413	7.2844	0.14861	6.7292
0.414	7.2839	0.14861	6.729
0.415	7.2834	0.14861	6.7288
0.416	7.2829	0.14862	6.7286
0.417	7.2824	0.14862	6.7285
0.418	7.2819	0.14863	6.7283
0.419	7.2814	0.14863	6.7281
0.42	7.2809	0.14863	6.728
0.421	7.2803	0.14864	6.7278
0.422	7.2798	0.14864	6.7277
0.423	7.2793	0.14864	6.7275
0.424	7.2788	0.14865	6.7274
0.425	7.2783	0.14865	6.7273
0.426	7.2778	0.14865	6.7272
0.427	7.2773	0.14865	6.7271
0.428	7.2767	0.14865	6.727
0.429	7.2762	0.14866	6.727
0.43	7.2757	0.14866	6.7269
0.431	7.2752	0.14866	6.7268
0.432	7.2747	0.14866	6.7268
0.433	7.2741	0.14866	6.7267
0.434	7.2736	0.14866	6.7267
0.435	7.2731	0.14866	6.7267
0.436	7.2726	0.14866	6.7267
0.437	7.2721	0.14866	6.7267
0.438	7.2715	0.14866	6.7267
0.439	7.271	0.14866	6.7267
0.44	7.2705	0.14866	6.7267
0.441	7.27	0.14866	6.7267
0.442	7.2694	0.14866	6.7268
0.443	7.2689	0.14866	6.7268
0.444	7.2684	0.14866	6.7269
0.445	7.2679	0.14866	6.727
0.446	7.2673	0.14865	6.727
0.447	7.2668	0.14865	6.7271
0.448	7.2663	0.14865	6.7272
0.449	7.2657	0.14865	6.7273
0.45	7.2652	0.14865	6.7274
0.451	7.2647	0.14864	6.7275
0.452	7.2642	0.14864	6.7277
0.453	7.2636	0.14864	6.7278
0.454	7.2631	0.14863	6.728
0.455	7.2626	0.14863	6.7281
0.456	7.262	0.14863	6.7283
0.457	7.2615	0.14862	6.7284
0.458	7.261	0.14862	6.7286
0.459	7.2604	0.14861	6.7288
0.46	7.2599	0.14861	6.729
0.461	7.2593	0.14861	6.7292
0.462	7.2588	0.1486	6.7294
0.463	7.2583	0.1486	6.7296
0.464	7.2577	0.14859	6.7299
0.465	7.2572	0.14859	6.7301
0.466	7.2567	0.14858	6.7304
0.467	7.2561	0.14857	6.7306
0.468	7.2556	0.14857	6.7309
0.469	7.255	0.14856	6.7312
0.47	7.2545	0.14856	6.7314
0.471	7.254	0.14855	6.7317
0.472	7.2534	0.14854	6.732
0.473	7.2529	0.14854	6.7323
0.474	7.2523	0.14853	6.7326
0.475	7.2518	0.14852	6.733
0.476	7.2512	0.14852	6.7333
0.477	7.2507	0.14851	6.7336
0.478	7.2502	0.1485	6.734
0.479	7.2496	0.14849	6.7343
0.48	7.2491	0.14848	6.7347
0.481	7.2485	0.14848	6.7351
0.482	7.248	0.14847	6.7355
0.483	7.2474	0.14846	6.7358
0.484	7.2469	0.14845	6.7362
0.485	7.2463	0.14844	6.7366
0.486	7.2458	0.14843	6.7371
0.487	7.2452	0.14842	6.7375
0.488	7.2447	0.14841	6.7379
0.489	7.2441	0.1484	6.7383
0.49	7.2436	0.14839	6.7388
0.491	7.243	0.14838	6.7392
0.492	7.2425	0.14837	6.7397
0.493	7.2419	0.14836	6.7402
0.494	7.2414	0.14835	6.7406
0.495	7.2408	0.14834	6.7411
0.496	7.2402	0.14833	6.7416
0.497	7.2397	0.14832	6.7421
0.498	7.2391	0.14831	6.7426
0.499	7.2386	0.1483	6.7431
0.5	7.238	0.14829	6.7436
0.501	7.2375	0.14828	6.7441
0.502	7.2369	0.14826	6.7447
0.503	7.2363	0.14825	6.7452
0.504	7.2358	0.14824	6.7458
0.505	7.2352	0.14823	6.7463
0.506	7.2347	0.14822	6.7469
0.507	7.2341	0.1482	6.7474
0.508	7.2335	0.14819	6.748
0.509	7.233	0.14818	6.7486
0.51	7.2324	0.14817	6.7492
0.511	7.2319	0.14815	6.7498
0.512	7.2313	0.14814	6.7504
0.513	7.2307	0.14813	6.751
0.514	7.2302	0.14811	6.7516
0.515	7.2296	0.1481	6.7522
0.516	7.229	0.14809	6.7529
0.517	7.2285	0.14807	6.7535
0.518	7.2279	0.14806	6.7541
0.519	7.2273	0.14804	6.7548
0.52	7.2268	0.14803	6.7554
0.521	7.2262	0.14801	6.7561
0.522	7.2256	0.148	6.7568
0.523	7.2251	0.14799	6.7574
0.524	7.2245	0.14797	6.7581
0.525	7.2239	0.14796	6.7588
0.526	7.2234	0.14794	6.7595
0.527	7.2228	0.14792	6.7602
0.528	7.2222	0.14791	6.7609
0.529	7.2216	0.14789	6.7616
0.53	7.2211	0.14788	6.7623
0.531	7.2205	0.14786	6.763
0.532	7.2199	0.14785	6.7638
0.533	7.2194	0.14783	6.7645
0.534	7.2188	0.14781	6.7652
0.535	7.2182	0.1478	6.766
0.536	7.2176	0.14778	6.7667
0.537	7.2171	0.14777	6.7675
0.538	7.2165	0.14775	6.7682
0.539	7.2159	0.14773	6.769
0.54	7.2153	0.14772	6.7698
0.541	7.2148	0.1477	6.7705
0.542	7.2142	0.14768	6.7713
0.543	7.2136	0.14767	6.7721
0.544	7.213	0.14765	6.7729
0.545	7.2124	0.14763	6.7737
0.546	7.2119	0.14761	6.7745
0.547	7.2113	0.1476	6.7753
0.548	7.2107	0.14758	6.7761
0.549	7.2101	0.14756	6.7769
0.55	7.2095	0.14754	6.7777
0.551	7.209	0.14752	6.7785
0.552	7.2084	0.14751	6.7793
0.553	7.2078	0.14749	6.7802
0.554	7.2072	0.14747	6.781
0.555	7.2066	0.14745	6.7819
0.556	7.206	0.14743	6.7827
0.557	7.2055	0.14742	6.7835
0.558	7.2049	0.1474	6.7844
0.559	7.2043	0.14738	6.7852
0.56	7.2037	0.14736	6.7861
0.561	7.2031	0.14734	6.787
0.562	7.2025	0.14732	6.7878
0.563	7.2019	0.1473	6.7887
0.564	7.2014	0.14728	6.7896
0.565	7.2008	0.14727	6.7905
0.566	7.2002	0.14725	6.7913
0.567	7.1996	0.14723	6.7922
0.568	7.199	0.14721	6.7931
0.569	7.1984	0.14719	6.794
0.57	7.1978	0.14717	6.7949
0.571	7.1972	0.14715	6.7958
0.572	7.1967	0.14713	6.7967
0.573	7.1961	0.14711	6.7976
0.574	7.1955	0.14709	6.7985
0.575	7.1949	0.14707	6.7994
0.576	7.1943	0.14705	6.8003
0.577	7.1937	0.14703	6.8012
0.578	7.1931	0.14701	6.8021
0.579	7.1925	0.14699	6.8031
0.58	7.1919	0.14697	6.804
0.581	7.1913	0.14695	6.8049
0.582	7.1907	0.14693	6.8058
0.583	7.1901	0.14691	6.8068
0.584	7.1895	0.14689	6.8077
0.585	7.1889	0.14687	6.8086
0.586	7.1883	0.14685	6.8096
0.587	7.1878	0.14683	6.8105
0.588	7.1872	0.14681	6.8115
0.589	7.1866	0.14679	6.8124
0.59	7.186	0.14677	6.8133
0.591	7.1854	0.14675	6.8143
0.592	7.1848	0.14673	6.8152
0.593	7.1842	0.14671	6.8162
0.594	7.1836	0.14669	6.8171
0.595	7.183	0.14667	6.8181
0.596	7.1824	0.14665	6.8191
0.597	7.1818	0.14663	6.82
0.598	7.1812	0.14661	6.821
0.599	7.1806	0.14659	6.8219
0.6	7.18	0.14657	6.8229
0.601	7.1794	0.14654	6.8239
0.602	7.1788	0.14652	6.8248
0.603	7.1782	0.1465	6.8258
0.604	7.1776	0.14648	6.8267
0.605	7.177	0.14646	6.8277
0.606	7.1764	0.14644	6.8287
0.607	7.1758	0.14642	6.8296
0.608	7.1751	0.1464	6.8306
0.609	7.1745	0.14638	6.8316
0.61	7.1739	0.14636	6.8326
0.611	7.1733	0.14634	6.8335
0.612	7.1727	0.14632	6.8345
0.613	7.1721	0.1463	6.8355
0.614	7.1715	0.14627	6.8364
0.615	7.1709	0.14625	6.8374
0.616	7.1703	0.14623	6.8384
0.617	7.1697	0.14621	6.8394
0.618	7.1691	0.14619	6.8403
0.619	7.1685	0.14617	6.8413
0.62	7.1679	0.14615	6.8423
0.621	7.1673	0.14613	6.8433
0.622	7.1667	0.14611	6.8442
0.623	7.1661	0.14609	6.8452
0.624	7.1654	0.14607	6.8462
0.625	7.1648	0.14605	6.8471
0.626	7.1642	0.14603	6.8481
0.627	7.1636	0.146	6.8491
0.628	7.163	0.14598	6.8501
0.629	7.1624	0.14596	6.851
0.63	7.1618	0.14594	6.852
0.631	7.1612	0.14592	6.853
0.632	7.1606	0.1459	6.8539
0.633	7.1599	0.14588	6.8549
0.634	7.1593	0.14586	6.8559
0.635	7.1587	0.14584	6.8568
0.636	7.1581	0.14582	6.8578
0.637	7.1575	0.1458	6.8588
0.638	7.1569	0.14578	6.8597
0.639	7.1563	0.14576	6.8607
0.64	7.1557	0.14574	6.8617
0.641	7.155	0.14572	6.8626
0.642	7.1544	0.1457	6.8636
0.643	7.1538	0.14568	6.8645
0.644	7.1532	0.14566	6.8655
0.645	7.1526	0.14564	6.8665
0.646	7.152	0.14562	6.8674
0.647	7.1514	0.1456	6.8684
0.648	7.1507	0.14557	6.8693
0.649	7.1501	0.14555	6.8703
0.65	7.1495	0.14553	6.8712
0.651	7.1489	0.14551	6.8722
0.652	7.1483	0.14549	6.8731
0.653	7.1477	0.14547	6.874
0.654	7.147	0.14545	6.875
0.655	7.1464	0.14543	6.8759
0.656	7.1458	0.14542	6.8769
0.657	7.1452	0.1454	6.8778
0.658	7.1446	0.14538	6.8787
0.659	7.1439	0.14536	6.8797
0.66	7.1433	0.14534	6.8806
0.661	7.1427	0.14532	6.8815
0.662	7.1421	0.1453	6.8825
0.663	7.1415	0.14528	6.8834
0.664	7.1408	0.14526	6.8843
0.665	7.1402	0.14524	6.8852
0.666	7.1396	0.14522	6.8861
0.667	7.139	0.1452	6.887
0.668	7.1384	0.14518	6.888
0.669	7.1377	0.14516	6.8889
0.67	7.1371	0.14514	6.8898
0.671	7.1365	0.14512	6.8907
0.672	7.1359	0.1451	6.8916
0.673	7.1353	0.14509	6.8925
0.674	7.1346	0.14507	6.8934
0.675	7.134	0.14505	6.8943
0.676	7.1334	0.14503	6.8952
0.677	7.1328	0.14501	6.8961
0.678	7.1321	0.14499	6.8969
0.679	7.1315	0.14497	6.8978
0.68	7.1309	0.14495	6.8987
0.681	7.1303	0.14494	6.8996
0.682	7.1296	0.14492	6.9005
0.683	7.129	0.1449	6.9013
0.684	7.1284	0.14488	6.9022
0.685	7.1278	0.14486	6.9031
0.686	7.1271	0.14484	6.9039
0.687	7.1265	0.14483	6.9048
0.688	7.1259	0.14481	6.9057
0.689	7.1253	0.14479	6.9065
0.69	7.1246	0.14477	6.9074
0.691	7.124	0.14476	6.9082
0.692	7.1234	0.14474	6.9091
0.693	7.1228	0.14472	6.9099
0.694	7.1221	0.1447	6.9107
0.695	7.1215	0.14468	6.9116
0.696	7.1209	0.14467	6.9124
0.697	7.1203	0.14465	6.9132
0.698	7.1196	0.14463	6.9141
0.699	7.119	0.14462	6.9149
0.7	7.1184	0.1446	6.9157
0.701	7.1178	0.14458	6.9165
0.702	7.1171	0.14456	6.9173
0.703	7.1165	0.14455	6.9182
0.704	7.1159	0.14453	6.919
0.705	7.1152	0.14451	6.9198
0.706	7.1146	0.1445	6.9206
0.707	7.114	0.14448	6.9214
0.708	7.1133	0.14446	6.9222
0.709	7.1127	0.14445	6.923
0.71	7.1121	0.14443	6.9237
0.711	7.1115	0.14441	6.9245
0.712	7.1108	0.1444	6.9253
0.713	7.1102	0.14438	6.9261
0.714	7.1096	0.14437	6.9269
0.715	7.1089	0.14435	6.9276
0.716	7.1083	0.14433	6.9284
0.717	7.1077	0.14432	6.9292
0.718	7.107	0.1443	6.9299
0.719	7.1064	0.14429	6.9307
0.72	7.1058	0.14427	6.9314
0.721	7.1052	0.14425	6.9322
0.722	7.1045	0.14424	6.9329
0.723	7.1039	0.14422	6.9337
0.724	7.1033	0.14421	6.9344
0.725	7.1026	0.14419	6.9352
0.726	7.102	0.14418	6.9359
0.727	7.1014	0.14416	6.9366
0.728	7.1007	0.14415	6.9374
0.729	7.1001	0.14413	6.9381
0.73	7.0995	0.14412	6.9388
0.731	7.0988	0.1441	6.9395
0.732	7.0982	0.14409	6.9402
0.733	7.0976	0.14407	6.9409
0.734	7.0969	0.14406	6.9416
0.735	7.0963	0.14404	6.9423
0.736	7.0957	0.14403	6.943
0.737	7.095	0.14401	6.9437
0.738	7.0944	0.144	6.9444
0.739	7.0938	0.14399	6.9451
0.74	7.0931	0.14397	6.9458
