0	0
5	0
10	0
15	0
20	0
25	0
30	0
35	0
40	0
45	0
50	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
100	0
105	0
110	0
115	0
120	0
125	0
130	0
135	0
140	0
145	0
150	0
155	0
160	0
165	0
170	0
175	0
180	0
185	0
190	0
195	0
200	0
205	0
210	0
215	0
220	0
225	0
230	0
235	0
240	0
245	0
250	0
255	0
260	0
265	0
270	0
275	0
280	0
285	0
290	0
295	0
300	0
305	0
310	0
315	0
320	0
325	0
330	0
335	0
340	0
345	0
350	0
355	0
360	0
365	0
370	0
375	0
380	0
385	0
390	0
395	0
400	0
405	0
410	0
415	0
420	0
425	0
430	0
435	0
440	0
445	0
450	0
455	0
460	0
465	0
470	0
475	0
480	0
485	0
490	0
495	0
500	0
505	0
510	0
515	0
520	0
525	0
530	0
535	0
540	0
545	0
550	0
555	0
560	0
565	0
570	0
575	0
580	0
585	0
590	0
595	0
600	0
605	0
610	2.1244
615	1.64
620	0
625	0
630	0
635	0
640	0
645	0
650	1.9282
655	0
660	0
665	1.2298
670	0
675	0
680	0
685	0
690	2.8644
695	0
700	1.3824
705	0
710	0
715	2.2299
720	0
725	0
730	1
735	8.5821
740	2.98
745	1.7766
750	1.9632
755	1.2409
760	0
765	1
770	17.6683
775	0
780	3.2318
785	1
790	1.2521
795	48.2607
800	1.1449
805	0
810	2.4362
815	0
820	44.8987
825	0
830	4.4268
835	2.9273
840	0
845	1
850	0
855	0
860	5.0575
865	4.5725
870	0
875	1.5125
880	8.0584
885	119.7085
890	1.8106
895	0
900	85.821
905	20.3514
910	2.3501
915	23.7233
920	23.9019
925	25.7132
930	87.3788
935	2.4584
940	18.7688
945	1
950	0
955	0
960	2.5608
965	91.0459
970	1.7001
975	87.3788
980	0
985	192.8219
990	0
995	4.217
1000	0
1005	85.0706
1010	0
1015	103.6633
1020	3.8197
1025	91.3982
1030	103.5665
1035	99.4273
1040	71.2938
1045	65.0861
1050	101.5316
1055	79.6853
1060	1
1065	100
1070	52.9215
1075	210.9691
1080	160.7308
1085	127.6772
1090	59.9005
1095	78.3404
1100	119.7697
1105	85.327
1110	109.9323
1115	143.412
1120	127.7732
1125	90.2469
1130	145.9024
1135	113.6388
1140	117.694
1145	140.5027
1150	101.5228
1155	159.4429
1160	116.4835
1165	132.5737
1170	140.874
1175	132.8196
1180	150.9528
1185	128.3083
1190	133.9602
1195	140.2714
1200	124.0768
1205	135.927
1210	139.2583
1215	138.2337
1220	139.0569
1225	163.7275
1230	159.6327
1235	142.8178
1240	158.2799
1245	144.087
1250	148.7573
1255	141.2156
1260	152.6437
1265	149.6529
1270	122.2309
1275	157.3446
1280	179.8461
1285	155.5345
1290	160.1202
1295	128.2436
1300	150.4447
1305	161.094
1310	173.1344
1315	143.6996
1320	170.4053
1325	171.9808
1330	111.4102
1335	154.3559
1340	145.0934
1345	200.0998
1350	171.5045
1355	172.2556
1360	171.5438
1365	186.2
1370	103.8693
1375	138.087
